"Frequency Output","Frequency Input","FCC Callsign",Agency/Category,County,Description,"Alpha Tag","PL Output Tone","PL Input Tone",Mode,"Class Station Code",Tag
457.500000,0.00000,KRA538,"Businesses - Transportation St Louis County Cab Company",Statewide,"Mobile Data (Ch 1) [Expired 1/22]","StLCab Data 1M","103.5 PL",,FMN,M,Data
457.525000,0.00000,WPRS626,"Businesses - Transportation Norfolk Southern Railway Company (St Louis)",Statewide,"Rail Ops: Railway Repair ""F"" units [Cancelled 6/23]","NSRR Repair F","127.3 PL",,FMN,M,Railroad
457.537500,0.00000,,"Sports Venues Busch Stadium III / St. Louis Cardinals",Statewide,"In-House Video Production Crews","BS Video 3","82.5 PL",,FM,M,Media
457.550000,0.00000,WQAL719,"Businesses Miscellaneous",Statewide,"Norfolk Southern Railway: Data (CSQ)","NS Rail Data",,,Telm,F,Data
457.550000,0.00000,KRA538,"Businesses - Transportation St Louis County Cab Company",Statewide,"Mobiles [Expired 1/22]","StLCab NEW2",,,FMN,M,Transportation
457.612500,0.00000,,"Businesses Miscellaneous",Statewide,"Pretzel Stop (Jungerman)","Pretzel Stop","71.9 PL",,FMN,M,Business
457.637500,0.00000,WRYU748,"Kirksville School District R3",Adair,"High School Ops (in use)","Kirk HS DMR E",,,DMR,M,Schools
457.662500,0.00000,KB67168,"Businesses, Attractions and Recreation White Water Branson",Statewide,Operations,"WhiteWater 4",,,FMN,M,Business
457.687500,0.00000,WNXD324,"Mary Institute St Louis Country Day School (Creve Coeur)","St. Louis","Ops (Bus Loading)","MISLCDS Ops A",CSQ,,FMN,M,Schools
457.712500,0.00000,WQBN678,"Hazelwood School District","St. Louis","East High School: Ops","HSD EHS Opa A","516 DPL",,FMN,M,Schools
457.712500,0.00000,WQIU325,"St. Louis University (SLU) / Parks College","St. Louis","Campus Ops/Athletics/Event Arena","SLU Ops 8","244 DPL",,FMN,M,Schools
457.725000,0.00000,,"Businesses - Retail / Malls St. Louis Galleria (Richmond Heights)",Statewide,Gap?,"Gap SLG 1","79.7 PL",,FMN,M,Business
457.762500,0.00000,WRBM471,"Businesses, Attractions and Recreation Westwood Hills Country Club",Statewide,"Operations / Data","WHCC Ops D","241.8 PL",,FMN,M,Business
457.787500,0.00000,KB67168,"Businesses, Attractions and Recreation White Water Branson",Statewide,Operations,"WhiteWater 5",,,FMN,M,Business
457.812500,0.00000,WQXE695,"Saint Peters","St. Charles","St Peters Golf Course: Data (CSQ)","StP GolfCrs Data",,,Telm,F,Data
457.812500,0.00000,WQOA563,"Attractions and Recreation Top Golf (Choteau/Compton)",Statewide,Operations,"Top Golf StL 10","CC 6|TG 10|SL 1",,DMR,M,Business
457.837500,0.00000,KNJX503,"Mehlville School District R9","St. Louis","Beasley Elementary School","Beasley Elemen","82.5 PL",,FMN,M,Schools
457.887500,0.00000,WQTN653,"Businesses Industrial/Manufacturing",Statewide,"United Scrap: Recycling (Weber Rd)","United Scrap","311 DPL",,FMN,M,Business
458.012500,0.00000,KNBP442,"New Haven",Franklin,"Fire/EMS: Mobile Extender","NHvn FD/EMS MX",,,FMN,M,Fire-Tac
458.012500,0.00000,WPCH899,"Medical Helicopters / EMS Agencies (Area Wide) ARCH Helicopter",Statewide,"Remote Link (Rebroadcasts 461.525 & 466.525 192.8 PL)","ARCH StL RF1","141.3 PL",,FMN,F,"EMS Dispatch"
458.037500,0.00000,KVI536,"Lake Lotawana",Jackson,"Fire: Remote Link","LkLot Fire RF2",,,FMN,F,"Fire Dispatch"
458.050000,0.00000,,Belton,Cass,"Police: Park - Foot/Bikes (in portables) [NO LICENSE]","Belt Police Park",,,FMN,M,"Law Tac"
458.062500,0.00000,WQHV673,"Washington Regional Airport",Franklin,"AWOS Data Link (Airport)","Wash AP AWOS",,,FMN,F,Data
458.062500,0.00000,WQHV673,Washington,Warren,"Washington Regional Airport","WRA AWOS",,,Telm,F,Data
458.087500,0.00000,WQAU923,"Public Safety",Phelps,"Remote Link - (was 468.3)","Phelps  911 RF13",,,FMN,F,Multi-Dispatch
458.112500,0.00000,KVA310,Boles,Franklin,"Fire: Remote Receive Link","Boles FPD RF4",,,FMN,M,Fire-Tac
458.150000,0.00000,WPZR877,"Missouri Department of Health and Senior Services",Cole,"Operations [Expired 3/14]","MDHSS JC 2",,,FMN,M,"Public Works"
458.200000,0.00000,WYC533,"Nodaway County Ambulance District",Nodaway,"Mobile Extenders","Nod EMS MX 2",,,FMN,M,EMS-Tac
458.225000,0.00000,WQHN667,"911 / Sheriff (Central)","Ste. Genevieve","Fire: Remote Recieve Link (Carrier-Bloomsdale)","SGCo Fire RF1R",CSQ,,FMN,F,"Fire Dispatch"
458.250000,0.00000,WQAU923,"Public Safety",Phelps,"Remote Link - Lecoma","Phelps 911 RF5",CSQ,,FMN,F,Multi-Tac
458.275000,0.00000,KSU501,"Springfield-Branson Regional Airport (SGF) Airport Authority",Statewide,"Mobile Extenders","SGF Ops MX",,,FMN,M,"Public Works"
458.287500,0.00000,WPBB584,"Buchanan County",Buchanan,"Emergency Management: Portables","Buchanan EMA",,,FMN,M,"Emergency Ops"
458.287500,0.00000,WPQE290,"911 / Sheriff (Central)","Ste. Genevieve","Fire: Remote Receive Link to 154.175 (St Gen)","SGCo Fire RF2R",,,FMN,F,"Fire Dispatch"
458.287500,0.00000,WPYE580,911/Sheriff,Lewis,"911 Remote Receive Link - Ewing","Lewis 911 RF-2",,,FMN,F,"Law Dispatch"
458.300000,0.00000,WQAU923,"Public Safety",Phelps,"Remote Link - Doolittle [Deleted 12/09]","Phelps 911 RF6",CSQ,,FMN,F,Multi-Tac
458.312500,0.00000,WQGG409,Government,McDonald,"911 RF Link (Mobiles)","McD 911 E",,,FMN,M,"Fire Dispatch"
458.312500,0.00000,WPWR986,"Central Dispatch/911",Washington,"Fire: Remote Link (Potosi)","Wash FD RF Pot","100.0 PL",,FMN,F,"Fire Dispatch"
458.362500,0.00000,WQJH499,"Poplar Bluff",Butler,"Police: Voter Site to Central Dispatch (FX1)","PBlf Poilice RF3",,,FMN,F,"Law Dispatch"
458.362500,0.00000,KAH782,"DeKalb County",DeKalb,"Sheriff: Remote Link  - Maysville","DeK Sheriff RF4",,,FMN,F,"Law Dispatch"
458.375000,0.00000,WQAU923,"Public Safety",Phelps,"Remote Link - Edgar Springs","Phelps 911 RF7",CSQ,,FMN,F,Multi-Tac
458.387500,0.00000,KCZ477,"Mountain Grove",Wright,"MoSHP/WRICOM Link or Extender [Expired 2/24]","MGrove RF Link A","88.5 PL",,FMN,F,Multi-Dispatch
458.425000,0.00000,WPUJ904,"Missouri Department of Health and Senior Services",Cole,Operations,"MDHSS JC 3",,,FMN,M,"Public Works"
458.462500,0.00000,WPSG965,"Country Club",Andrew,"Mobile Extenders","CC PD/LG MX",,,FMN,M,Multi-Dispatch
458.487500,0.00000,WPWD880,"Poplar Bluff",Butler,"Police: Receive Link to 155.55 R","PBlf Police RF-B",,,FMN,F,"Law Dispatch"
458.487500,0.00000,KAH782,"DeKalb County",DeKalb,"Sheriff: Remote Link - De Kalb","DeK Sheriff RF5",,,FMN,F,"Law Dispatch"
458.500000,0.00000,WQAU923,"Public Safety",Phelps,"Remote Link - St. James","Phelps 911 RF8",CSQ,,FMN,F,Multi-Tac
458.500000,0.00000,WPQE229,Moberly,Randolph,"Water Data","Moberly WDD",,,Telm,M,Data
458.512500,0.00000,KAF568,"Nodaway County Public Safety",Nodaway,"Sheriff: Mobile Extenders","Nod Shrf MX1",,,FMN,M,"Law Talk"
458.525000,0.00000,WPWH860,"Western Taney County Fire Protection District",Taney,"Fire: Mobile Extenders","W TaneyCo FDMX ",,,FMN,M,Fire-Tac
458.575000,0.00000,WQAU923,"Public Safety",Phelps,"Remote Link - Lecoma","Phelps 911 RF9",CSQ,,FMN,F,Multi-Tac
458.587500,0.00000,WPYE580,"Lewis County Ambulance District",Lewis,"911 Remote Receive Link - Canton (to 154.37)","Lewis EMS RF1 ","131.8 PL",,FMN,F,"Law Dispatch"
458.612500,0.00000,WPYE580,911/Sheriff,Lewis,"911 Remote Receive Link - Canton (repeats all 154.37)","Lewis 911 RF-6","162.2 PL",,FMN,F,"Law Dispatch"
458.612500,0.00000,WPQI641,"JeffCo 911 / Sheriff",Jefferson,"Police: Remote Link to House Springs (Goldman)","JfCo Law RF2",,,FMN,F,"Law Dispatch"
458.625000,0.00000,WQAU923,"Public Safety",Phelps,"Remote Link - Edgar Springs","Phelps 911 R10",CSQ,,FMN,F,Multi-Tac
458.637500,0.00000,WQDV204,"Bates County",Bates,"EMA: Mobile Extenders","Bates EMA MX2",,,FMN,M,"Emergency Ops"
458.637500,0.00000,WPYE580,911/Sheriff,Lewis,"911 Remote Receive Link - LaGrange","Lewis 911 RF-8","162.2 PL",,FMN,F,"Law Dispatch"
458.637500,0.00000,WQJH499,"Poplar Bluff",Butler,"Police: Voter Site to Central Dispatch (FX1)","PBlf Police RF4",,,FMN,F,"Law Dispatch"
458.662500,0.00000,WQEU237,"Kansas City Public Safety",Jackson,"Police: Bomb Robot - Voice","KC PD Bomb2",,,FMN,M,"Law Tac"
458.662500,0.00000,KAH782,"DeKalb County",DeKalb,"Sheriff: Remote Link - Maysville","DeK Sheriff RF6",,,FMN,F,"Law Dispatch"
458.687500,0.00000,WQBU273,"Pilot Knob",Iron,"Water Distribution Data (Digital)","Pilot Knob WDD",,,Telm,F,Data
458.687500,0.00000,KAF568,"Nodaway County Public Safety",Nodaway,"Sheriff: Mobile Extenders","Nod Shrf MX2",,,FMN,M,"Law Tac"
458.687500,0.00000,KAF568,"Nodaway County Public Safety",Nodaway,"Sheriff: Mobile Extenders","Nod Shrf MX3",,,FMN,M,"Law Tac"
458.712500,0.00000,KVA310,Boles,Franklin,"Fire: Remote Receive Link","Boles FPD RF5",,,FMN,M,Fire-Tac
458.725000,0.00000,KAH782,"DeKalb County",DeKalb,"Sheriff: Mobile Extenders","DeK Sheriff MX",,,FMN,F,"Law Dispatch"
458.737500,0.00000,WNYX876,"Bowling Green",Pike,"Water Department Data","BGrn WDD 2",,,Telm,M,Data
458.737500,0.00000,KSZ367,"Johnson County Government",Johnson,"Fire: Remote Link - Repeats 154.37 (Warrensburg)","Jhnsn Fire RF1",,,FMN,F,"Fire Dispatch"
458.762500,0.00000,KYO285,"Lincoln County Ambulance District",Lincoln,"EMS: Remote Link to 159.285R (Elsburry, Winfield, Troy)","Linc EMS RF2",,,FMN,F,"EMS Dispatch"
458.762500,0.00000,KYO285,"Lincoln County Ambulance District",Lincoln,"EMS: Remote Link to 159.285R (Winfield)","Linc EMS RF1",,,FMN,F,"EMS Dispatch"
458.775000,0.00000,WPZX275,Wellsville,Montgomery,"Police: Mobile Extenders","Well Police MX ",,,FMN,M,"Law Dispatch"
458.787500,0.00000,KY7656,"Missouri Department of Public Safety Division of Fire Safety",Statewide,"Fire Marshal: Mobile Extenders (Low Power)","MO Fire MX",,,FMN,BM,Fire-Talk
458.800000,0.00000,KUV618,Arnold,Jefferson,"Water Distribution Data (CSQ)","Arnold WDD U2",,,Telm,F,Data
458.837500,0.00000,KNCB849,Clarksville,Pike,"Fire: Remote Link - Mobiles (Clarksville)","Clksv Fire RF2","162.2 PL",,FMN,F,"Fire Dispatch"
458.887500,0.00000,KY7656,"Missouri Department of Public Safety Division of Fire Safety",Statewide,"Fire Marshal: Low Power","MO Fire UHF",,,FMN,M,Fire-Talk
458.887500,0.00000,KNDW216,"Fort Osage Fire Protection District",Jackson,"Remote Receive Link","FtOsageFD RF",,,FMN,M,"Fire Dispatch"
458.912500,0.00000,WPQG833,"Jefferson City",Cole,"Fire (Extender or Remote Link)","JffC Fire RF",,,FMN,M,Fire-Tac
458.912500,0.00000,KVA310,Boles,Franklin,"Fire: Remote Receive Link","Boles FPD RF6",CSQ,,FMN,M,Fire-Tac
458.925000,0.00000,WPKU245,"Macon County",Macon,"911: Remote Receive Links","Macon 911RF2",,,FMN,M,"Fire Dispatch"
458.925000,0.00000,WQAU923,"Public Safety",Phelps,"Remote Link - Doolittle","Phelps  911 R11",CSQ,,FMN,F,Multi-Tac
458.937500,0.00000,KD22031,"Thomas Hill",Randolph,"Water Distribution Data","THPWSD1 WDD",,,Telm,F,Data
458.937500,0.00000,KYO285,"Lincoln County Ambulance District",Lincoln,"EMS: Mobile Extenders","Linc EMS MX2",,,FMN,F,"EMS Dispatch"
458.950000,0.00000,WQAU923,"Public Safety",Phelps,"Remote Link - St. James","Phelps  911 R12",CSQ,,FMN,F,Multi-Tac
458.962500,0.00000,WPLX256,Government,"St. Charles","Utility Distribution Data [Expired 3/23]","SCC UtilData",,,Telm,F,Data
458.962500,0.00000,WPQD215,"Big Lake",Holt,"Water Distribution Data (CSQ)","BigLake WDD",,,Telm,M,Data
459.117500,0.00000,,"Recreation and Attractions Hollywood St. Louis Casino and Hotel (Maryland Heights)",Statewide,"Floor Operations","Harrah StL 3","413 DPL",,FM,M,Business
459.325000,0.00000,KSV972,"Businesses Miscellaneous",Statewide,"RCC (Data PIERRE LE CLYDE) WDD?","RCC WDD 459",,,Telm,F,Data
459.625000,0.00000,,"Johnson County Government",Johnson,"Fire: Remote Link - Repeats 154.37 [no license]","Jhnsn Fire RF2","146.2 PL",,FMN,F,"Fire Dispatch"
460.012500,0.00000,KB65030,"Missouri Department of Public Safety Troop C - Weldon Spring",Statewide,"Mobile Extenders","Trp C MX 1",,,FMN,M,"Law Tac"
460.012500,0.00000,KB65030,"Missouri Department of Corrections Western Reception Diagnostic and Corrections Center (WRDCC) [St Joseph-Buchanan]",Statewide,"Operations (no local license)","WRDCC Ops 10",,,FMN,M,Corrections
460.012500,0.00000,KAN414,Higginsville,Lafayette,"EMS: Mobile Extenders","Higg EMS MX","100.0 PL",,FMN,M,EMS-Tac
460.025000,465.02500,KQL882,Raytown,Jackson,"Police: Dispatch (Used for Raytown Crime Watch Patrol)","Raytown Police","107.2 PL",,FMN,RM,"Law Dispatch"
460.037500,0.00000,WQCT672,"Central Dispatch",Lincoln,"(IN USE?) Sheriff: Remote Link - Hawk Point","Lincoln Law RF9",,,FMN,F,"Law Dispatch"
460.037500,465.03750,WPLD222,"Missouri Department of Corrections Crossroads Correctional Center (Cameron)",Statewide,Admin,"CRCC Admin","179.9 PL",,FMN,RM,Corrections
460.050000,0.00000,,"Barton County",Barton,"Sheriff: Remote Receive Link []","Barton Shrf RF",CSQ,,FMN,F,"Law Dispatch"
460.050000,0.00000,KAH380,"Saint Joseph",Buchanan,"Fireground [Ch 3]","StJo Firegrnd 3",,,FMN,BM,Fire-Tac
460.050000,466.05000,WPYN983,"Common/Shared American Red Cross",Statewide,"Ops (""St. Louis Base"")","Red Cross Ops A","192.8 PL",,FMN,RM,"Emergency Ops"
460.062500,465.06250,WNMM959,"Missouri Department of Corrections Missouri Eastern Correctional Center - MECC [Pacific-Franklin]",Statewide,Admin/Security/Operations,"MECC U-1","100.0 PL",,FMN,RM,Corrections
460.062500,0.00000,KAA202,"Missouri Department of Public Safety Troop A - Lee's Summit",Statewide,"Rural: Lees Summit to Dayton Dispatch Control Link","Trp A CTL1 R","162.2 PL",,FMN,F,"Law Dispatch"
460.062500,0.00000,WQCT672,"Central Dispatch",Lincoln,"(IN USE?) Sheriff: Remote Link - Ellsberry","Lincoln LawRF10",,,FMN,F,"Law Dispatch"
460.062500,465.06250,WQUB716,"Missouri Department of Corrections South Central Correctional Center (SCCC C-5) [Licking-Texas]",Statewide,"Prisoner Movement","SCCC Pris Mvmnt",,,FMN,RM,Corrections
460.075000,0.00000,WNIV336,"Holts Summit",Callaway,"Police: Remote Receive Links to 159.15?","HSmt Police RF",,,FMN,F,"Law Tac"
460.087500,465.08750,WNIP974,"Missouri Department of Corrections Farmington Correctional Center (FCC) [St Francios]",Statewide,Maintenance,"FCC Maintenance","156.7 PL",,FMN,RM,Corrections
460.087500,465.08750,WPMG850,"Missouri Department of Corrections Northeast Correctional Center - NCC (Bowling Green-Pike Co)",Statewide,Maintenance,"NCC UHF B","162.2 PL",,FMN,RM,Corrections
460.100000,465.10000,WNPG269,"Missouri Department of Corrections Crossroads Correctional Center (Cameron)",Statewide,"Operations (Main Channel)","CRCC Ops","118.8 PL",,FMN,RM,Corrections
460.112500,465.11250,WNMM959,"Missouri Department of Corrections Missouri Eastern Correctional Center - MECC [Pacific-Franklin]",Statewide,Admin/Security/Operations,"MECC U-2","107.2 PL",,FMN,RM,Corrections
460.112500,465.11250,WQJS734,"Missouri Department of Corrections Western Reception Diagnostic and Corrections Center (WRDCC) [St Joseph-Buchanan]",Statewide,Operations,"WRDCC Ops 2","192.8 PL",,FMN,RM,Corrections
460.112500,0.00000,KYO284,"Lincoln County Ambulance District",Lincoln,"EMS: Remote Link to 159.285R [Expires 6/25]","Linc EMS RF4","131.8 PL",,FMN,F,"EMS Dispatch"
460.125000,0.00000,WQDU239,Columbia,Boone,"Remote Link - Columbia (for 155.745R)","Col PD RF-3",,,FMN,F,"Law Talk"
460.150000,465.15000,KBF450,"Saint Joseph",Buchanan,"Police: Dispatch/Operations [Ch 1]","StJo PD Dsp1","179.9 PL",,FMN,RM,"Law Dispatch"
460.150000,0.00000,WZZ284,"Central Dispatch",Lincoln,"(IN USE?) Sheriff: Remote Link - Lincoln","Lincoln Law RF4","114.8 PL",,FMN,F,"Law Dispatch"
460.150000,465.15000,WQUB716,"Missouri Department of Corrections South Central Correctional Center (SCCC C-5) [Licking-Texas]",Statewide,Maintenance,"SCCC Maintenance","192.8 PL",,FMN,RM,Corrections
460.162500,0.00000,KAA201,"Missouri Department of Public Safety Troop B - Macon",Statewide,"Remote Links to 42.82 (Macon, Marion)","MHP TrpB 460.162",,,FMN,F,"Law Dispatch"
460.162500,465.16250,WZM850,"Department of Corrections",Jackson,"Probation & Parole Office (1330 Brush Creek Blvd)","MO DOC Parole KC","141.3 PL",,FMN,RM,Corrections
460.162500,0.00000,WQIJ728,"Scott County",Scott,"Sheriff: Remote Receive Link (Morley)","Scott Shrf RF1",,,FMN,F,"Law Dispatch"
460.162500,465.16250,WNMM959,"Missouri Department of Corrections Missouri Eastern Correctional Center - MECC [Pacific-Franklin]",Statewide,Admin/Security/Operations,"MECC U-3","114.8 PL",,FMN,RM,Corrections
460.175000,465.17500,WNJP780,"Dunklin School District R5",Jefferson,Buses,"Dunklin R5 Buses","CC 1|TG 1|SL 1",,DMR,RM,Schools
460.187500,42.24000,KAA202,"Missouri Department of Public Safety Troop A - Lee's Summit",Statewide,"Metro: Stadium - Mobile Relay","Trp A MR1 M","162.2 PL",,FMN,F,"Law Dispatch"
460.187500,465.18750,WQIG963,Government,"St. Charles","Facilities Maintenance: Justice Building","SCCFM Justic",,,FMN,RM,"Public Works"
460.200000,0.00000,WZZ284,"Central Dispatch",Lincoln,"(IN USE?) Sheriff: Remote Link - Wright City","Lincoln Law RF5","131.8 PL",,FMN,F,"Law Dispatch"
460.200000,465.20000,WPMV709,Raymore,Cass,"Police: Remote Link to 158.79 R [Expired 1/24]","Raymore PoliceRF",,,FMN,F,"Law Dispatch"
460.212500,465.21250,KAI786,"Pike County",Pike,"(IN USE?) Sheriff: Remote Link","Pike Shrf RF","173.8 PL",,FMN,RM,"Law Dispatch"
460.212500,465.21250,WYZ571,"Transition Center of St. Louis (TCSTL)","St. Louis",Operations,"TCSTL Ops","100.0 PL",,FMN,RM,Corrections
460.225000,465.22500,WQVZ234,"Callaway County Emergency Operations Center",Callaway,"Jail Ops [Expires 6/25]","Callaway Jail",,,FMN,RM,Corrections
460.237500,0.00000,WPWR986,"Sheriff / 911",Franklin,"EMS: Remote Link","Frnkln EMS RF1","173.8 PL",,FMN,F,"EMS Dispatch"
460.237500,465.23750,KAB360,"Clay County",Clay,"Jail Operations","Clay Shrf Jail",,,FMN,RM,Corrections
460.237500,0.00000,WQEE634,"Pike County Memorial Hospital (Louisiana)",Pike,"Remote Link (Frankford)","Pike EMS RF 2","156.7 PL",,FMN,M,"EMS Dispatch"
460.250000,465.25000,WQKR246,"911 / Sheriff",Greene,"Juvenile: Evening Reporting Center","Greene Juv ERC",,,FMN,RM,Corrections
460.250000,0.00000,WPMH595,"Missouri Department of Public Safety Troop E - Poplar Bluff",Statewide,"Remote Link of 42.xxx (Doniphan-Ripley Co) (Backup to MOSWIN)","Trp E RF Doniphn","100.0 PL",,FMN,F,"Law Dispatch"
460.250000,0.00000,WNFR320,"Missouri Department of Public Safety Troop E - Poplar Bluff",Statewide,"Remote Link of 42.xxx (Alton-Oregon Co) (Backup to MOSWIN)","Trp E RF Alton","203.5 PL",,FMN,F,"Law Dispatch"
460.275000,465.27500,WPPB392,"Saint Joseph",Buchanan,"Civic Arena (Portables 100 N. 4th)","StJo Civic Arena",,,FMN,M,"Public Works"
460.275000,465.27500,WQBS338,"Missouri Department of Corrections Jefferson City / Algoa Correctional Centers [Cole]",Statewide,"JCCC: Admin/Security/Maintenance","JffCty CC10","107.2 PL",,FMN,RM,Corrections
460.287500,465.28750,WPQA797,Government,"St. Charles","Jail / Correctional Facility [Cancelled 3/25*in use?]","StCC Corrections","423 DPL",,FMN,RM,Corrections
460.287500,465.28750,WQGG409,Government,McDonald,"911 RF Link (Southwest City)","McD 911 F",,,FMN,RM,"Fire Dispatch"
460.300000,465.30000,WQUB716,"Missouri Department of Corrections South Central Correctional Center (SCCC C-5) [Licking-Texas]",Statewide,"Ops / Central Service, etc.","SCCC Ops/CenSrvc","203.5 PL",,FMN,RM,Corrections
460.300000,465.30000,WPQK594,"Missouri Department of Corrections Division of Youth Services",Statewide,"Operations (525 Jules-St Joseph)","DYS StJoseph",,,FMN,RM,Corrections
460.300000,465.30000,WRXK506,Kennett,Dunklin,"Animal Control","Kenn AnimalCtrl ",CSQ,,FMN,RM,"Law Dispatch"
460.300000,466.30000,WPQK594,"Missouri Department of Corrections Western Reception Diagnostic and Corrections Center (WRDCC) [St Joseph-Buchanan]",Statewide,Operations,"WRDCC Ops 6",,,FMN,RM,Corrections
460.312500,0.00000,WQVZ234,"Callaway County Emergency Operations Center",Callaway,"Fire/EMS: Remote Link (at Fulton) [Expires 6/25]","Call FireRF Fltn","141.3 PL",,FMN,F,Deprecated
460.312500,0.00000,KAI786,"Pike County",Pike,"(IN USE?) Sheriff: Mobile Extenders","Pike Shrf MX1","127.3 PL",,FMN,M,"Law Dispatch"
460.312500,465.31250,WPLD222,"Missouri Department of Corrections Crossroads Correctional Center (Cameron)",Statewide,"Prisoner Movements","CRCC PrisMvm","151.4 PL",,FMN,RM,Corrections
460.337500,465.33750,WNIP974,"Missouri Department of Corrections Farmington Correctional Center (FCC) [St Francios]",Statewide,"Custody Alternate (Ch. 2)","FCC Custody 2","123.0 PL",,FMN,RM,Corrections
460.350000,465.35000,WZN205,"Lees Summit",Jackson,"Fire: Administration [Yellow 7]","LS Fire Yellow 7","107.2 PL",,FMN,RM,Fire-Tac
460.350000,465.35000,WQAS591,"Worth County Emergency Medical Services",Worth,"EMS: Dispatch [Canceled 7/14]","Worth Co EMS","071 DPL",,FMN,RM,"EMS Dispatch"
460.362500,0.00000,WQDN911,"Saint Charles (City)","St. Charles","Convention Center: Security/Maintenance/Safety [Expired 10/15]","SCC CC Ops2",,,FMN,M,Business
460.362500,0.00000,WQCT672,"Central Dispatch",Lincoln,"(IN USE?) Sheriff: Remote Link - Olney (also 173.8?) [Expires 5/25]","Lincoln LawRF11","151.4 PL",,FMN,F,"Law Dispatch"
460.362500,465.36250,WQKH954,"Vernon County",Vernon,"Sheriff: Jail Ops","Vernon Shrf Jail",,,FMN,RM,Corrections
460.375000,465.37500,WQPN596,"Air Methods",Jasper,"Eagle Medical: Dispatch / Operations","EagleMed Disp","136.5 PL",,FMN,RM,"EMS Dispatch"
460.387500,465.38750,WNMM959,"Missouri Department of Corrections Missouri Eastern Correctional Center - MECC [Pacific-Franklin]",Statewide,Admin/Security/Operations,"MECC U-4",,,FMN,RM,Corrections
460.387500,465.38750,WQJS734,"Missouri Department of Corrections Western Reception Diagnostic and Corrections Center (WRDCC) [St Joseph-Buchanan]",Statewide,Operations,"WRDCC Ops 3",,,FMN,RM,Corrections
460.387500,465.38750,KCZ477,"Lees Summit",Jackson,"Public Works / Snow Removal","LS PW/Snow","032 DPL",,FMN,RM,"Public Works"
460.387500,465.38750,WQBS338,"Missouri Department of Corrections Jefferson City / Algoa Correctional Centers [Cole]",Statewide,Admin/Security/Maintenance,"JffCty CC 11",,,FMN,RM,Corrections
460.412500,0.00000,WNQK547,"Lincoln University (Jefferson City)",Cole,Operations,"LUniv Ops 2",,,FMN,M,Schools
460.425000,465.42500,KX9559,"Recreation and Attractions Saint Louis Zoo - WildCare Park",Statewide,"Rangers / Security / Construction","SLZ N Ops 1","CC 10|TG 1|SL 1",,DMR,RM,Business
460.425000,0.00000,KAA522,"Missouri Department of Public Safety Troop G - Willow Springs",Statewide,"Remote Link of 42.38 (Willow Springs-Howell Co) (Backup to MOSWIN)","Trp G RF WilSpr","103.5 PL",,FMN,F,"Law Dispatch"
460.425000,0.00000,n/a,"St. Louis Zoo","St. Louis","Site: 002 WildCare Park",n/a,n/a,n/a,DMR,RM,TRS
460.437500,0.00000,WQCT672,"Central Dispatch",Lincoln,"(IN USE?) Sheriff: Remote Link - Silex [Expires 5/25]","Lincoln LawRF12",,,FMN,F,"Law Dispatch"
460.457500,0.00000,WNZP370,Clarksville,Pike,"Police: Remote Link for 154.055","Clrk Police RF",,,FMN,M,"Law Dispatch"
460.462500,465.46250,WQBS338,"Missouri Department of Corrections Jefferson City / Algoa Correctional Centers [Cole]",Statewide,Admin/Security/Maintenance,"JffCty CC 12",,,FMN,RM,Corrections
460.462500,465.46250,WQJS734,"Missouri Department of Corrections Western Reception Diagnostic and Corrections Center (WRDCC) [St Joseph-Buchanan]",Statewide,Operations,"WRDCC Ops 4",,,FMN,RM,Corrections
460.462500,465.46250,WQPK766,"Lees Summit",Jackson,"Codes Administration (200 numbers) [Expired 6/22]","LS Codes","115 DPL",,FMN,RM,"Public Works"
460.475000,42.26000,KAC84,"Missouri Department of Public Safety Troop A - Lee's Summit",Statewide,"East: Mobile Relay - Hughesville (Pettis Co)","Trp A MR1 E","179.9 PL",,FMN,F,"Law Dispatch"
460.487500,0.00000,WPXB269,"Sullivan Regional Airport",Franklin,"AWOS (CSQ Data)","KUUV AWOS",,,Telm,BM,Data
460.512500,465.51250,KRF431,"Jefferson City",Cole,"Fire: Remote Links or Mobile Extender","JffC FD RF2",,,FMN,M,Fire-Tac
460.525000,465.52500,WPNW811,Warrensburg,Johnson,"Police: Mobile Data Terminals (CSQ)","Wrnsbg PD MDT ",,,Telm,RM,Data
460.525000,465.52500,WQJS734,"Missouri Department of Corrections Western Reception Diagnostic and Corrections Center (WRDCC) [St Joseph-Buchanan]",Statewide,"Perimeter Guards","WRDCC Permtr","136.5 PL",,FMN,RM,Corrections
460.525000,455.52500,WPQK594,"Missouri Department of Corrections Division of Youth Services",Statewide,"Operations (615 E 13th-Kansas City)","DYS KnssCity",,,FMN,RM,Corrections
460.525000,465.52500,WQKV241,"Southern Stone County Fire Protection District",Stone,"Fire: Remote Links","SoStFire RF3",,,FMN,RM,"Fire Dispatch"
460.525000,465.52500,KNDR655,"Airports - Other Operations",Statewide,"Operations 2 [Cancelled 10/16]","KSUS Ops 2","192.8 PL",,FMN,RM,"Public Works"
460.525000,0.00000,WQDU239,Columbia,Boone,"Remote Link - Columbia (for 155.745R)","Col PD RF-4",,,FMN,F,"Law Talk"
460.537500,0.00000,WPEZ466,"EMS Agencies / Hospitals",Newton,"EMS: Mobile Extenders (also 465.5375)","Freeman EMS MX",,,FMN,M,"EMS Dispatch"
