Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
10214,27e6,"SLFD Command  A","D","Fire: Command A","Fire-Tac","St Louis Fire Department (STLFD)"
10215,27e7,"SLFD Command B","D","Fire: Command B","Fire-Tac","St Louis Fire Department (STLFD)"
10216,27e8,"SLFD Command C","D","Fire: Command C","Fire-Tac","St Louis Fire Department (STLFD)"
10217,27e9,"SLFD Command D","D","Fire: Command D","Fire-Talk","St Louis Fire Department (STLFD)"
10218,27ea,"SLFD Command E","D","Fire: Command E","Fire-Tac","St Louis Fire Department (STLFD)"
10219,27eb,"SLFD FMO Ops 1","D","Fire: FMO Ops 1 (Busch/City Stadiums)","Fire-Tac","St Louis Fire Department (STLFD)"
10220,27ec,"SLFD Alert","D","Fire: Paging/Station Alerting","Fire Dispatch","St Louis Fire Department (STLFD)"
10224,27f0,"SLFD Training","D","Fire: Suppression Training","Fire-Tac","St Louis Fire Department (STLFD)"
10227,27f3,"SLFD FMO Ops 2","D","Fire: FMO Ops 2 (Busch/City Stadiums)","Fire-Tac","St Louis Fire Department (STLFD)"
10229,27f5,"SLFD EMS Train","D","EMS: Dispatcher Training","EMS-Talk","St Louis Fire Department (STLFD)"
10231,27f7,"SLFD Main 10231","D","Fire: Main - Future","Fire Dispatch","St Louis Fire Department (STLFD)"
10232,27f8,"SLFD EMS Main","D","EMS: Main - Future","EMS Dispatch","St Louis Fire Department (STLFD)"
10233,27f9,"SLFD 10233","D","Fire: Ops","Fire-Tac","St Louis Fire Department (STLFD)"
10301,283d,"SL Citywide TacC","De","Citywide - Tactical C [TACT C]","Interop","St Louis Region Interoperability / Tactical"
10302,283e,"SL Citywide TacD","De","Citywide - Tactical D [TACT D]","Interop","St Louis Region Interoperability / Tactical"
10303,283f,"SL Citywide TacG","De","Citywide - Tactical G [TACT G]","Interop","St Louis Region Interoperability / Tactical"
10304,2840,"SL Region Tac 1","D","Interop/Tac 1 [STL-RGN 1]","Interop","St Louis Region Interoperability / Tactical"
10305,2841,"SL Region Tac 2","De","Interop/Tac 2 [STL-RGN 2]","Interop","St Louis Region Interoperability / Tactical"
10306,2842,"SL Region Tac 3","D","Interop/Tac 3 [STL-RGN 3]","Interop","St Louis Region Interoperability / Tactical"
10307,2843,"SL Region Tac 4","D","Interop/Tac 4 [STL-RGN 4]","Interop","St Louis Region Interoperability / Tactical"
10308,2844,"MO Interop 1","D","Statewide Interop 1 [MO IO 1]","Interop","Interoperability - Statewide"
10309,2845,"MO Interop 2","D","Statewide Interop 2 [MO IO 2]","Interop","Interoperability - Statewide"
10310,2846,"MO Interop 3","D","Statewide Interop 3 [MO IO 3]","Interop","Interoperability - Statewide"
10311,2847,"MO Interop 4","D","Statewide Interop 4 [MO IO 4]","Interop","Interoperability - Statewide"
10312,2848,"SL Citywide TacH","D","Citywide - Tactical H [TACT H]","Interop","St Louis Region Interoperability / Tactical"
10313,2849,"MO IO Call","D","Statewide Interop Calling [MO IO CALL]","Interop","Interoperability - Statewide"
10314,284a,"StLCity FireNet","D","Fire: Dispatch-to-EMS Dispatch","Fire Dispatch","St Louis Fire Department (STLFD)"
10315,284b,"SLFD 10315","D","Fire: Ops","Fire-Tac","St Louis Fire Department (STLFD)"
10400,28a0,"Metro Ops 10400","D","Transit Ops","Transportation","Metro Transit "
10401,28a1,"Metro Pub.Safety","D","Public Safety: Dispatch (Security/Police) [Linked with SC21 TG7065}","Security","Metro Transit "
10402,28a2,"MetroLink Ops E","D","MetroLink Dispatch/Ops-East [ML OPS EAST]","Transportation","Metro Transit "
10403,28a3,"MetroLink Ops W","D","MetroLink Dispatch/Ops-East [ML OPS WEST]","Transportation","Metro Transit "
10404,28a4,"ML Emergency","D","MetroLink Emergency / Contractors","Transportation","Metro Transit "
10406,28a6,"ML Maintenance06","D","MetroLink/LRV Maintenance (to use tracks)","Transportation","Metro Transit "
10407,28a7,"ML Shop 10407","D","Mechanics/Shop-Light Rail Movement/LRV Maintenance [PVR?] [Ch 4]","Transportation","Metro Transit "
10408,28a8,"MetroAdmin 10408","D","Admin (90x units; RPC/RTC/Trucks)","Transportation","Metro Transit "
10409,28a9,"M SCCTD Bus10409","D","Bus Ops / Training ","Transportation","Metro Transit "
10410,28aa,"M TSM Bus 10410","D","Transit Service Managers (Bus Ops/Shop IL)","Transportation","Metro Transit "
10411,28ab,"M TSM Bus 10411","D","Transit Service Managers - Buses","Transportation","Metro Transit "
10412,28ac,"M TSM Bus 0412","D","Transit Service Managers - Buses","Transportation","Metro Transit "
10413,28ad,"M Call-A-RideBus","D","Call-A-Ride Buses","Transportation","Metro Transit "
10414,28ae,"MetroBus 10414","D","Bus Route Ops","Transportation","Metro Transit "
10416,28b0,"MetroBus Shop","D","Bus Repair / Maintenance Ops","Transportation","Metro Transit "
10417,28b1,"MetroTransit 417","D","Transit Ops","Transportation","Metro Transit "
10418,28b2,"MetroBus 10418","D","Bus Route Ops","Transportation","Metro Transit "
10419,28b3,"MetroTransit 419","D","Transit Ops","Transportation","Metro Transit "
10421,28b5,"MetroTransit 421","D","Transit Ops","Transportation","Metro Transit "
10423,28b7,"MetroTransit 423","D","Transit Ops","Transportation","Metro Transit "
10426,28ba,"ML Event 10426","D","MetroLink Admin/Event","Transportation","Metro Transit "
10429,28bd,"MetroTransit 429","D","Transit Ops","Transportation","Metro Transit "
10430,28be,"MetroMaint 430","D","Light Rail/Track Maintenance","Transportation","Metro Transit "
10432,28c0,"MetroTransit 432","D","Transit Ops (TSS?)","Transportation","Metro Transit "
10433,28c1,"ML ROW Main 33","D","MetroLink Right-of-Way Maintenance (Contract?)","Transportation","Metro Transit "
10437,28c5,"MetroTransit 437","D","Transit Ops","Transportation","Metro Transit "
10440,28c8,"Metro Ops 10440","D","Operations","Transportation","Metro Transit "
10443,28cb,"Metro Ops 10443","D","Operations","Transportation","Metro Transit "
10446,28ce,"ML Elec Maint 46","D","MetroLink Electrical Maintenance (Traction Control?)","Transportation","Metro Transit "
10449,28d1,"MetroTransit 449","D","Transit Ops","Transportation","Metro Transit "
10453,28d5,"Metro Ops 10453","D","Operations","Transportation","Metro Transit "
10454,28d6,"Metro Ops 10454","D","Operations","Transportation","Metro Transit "
10455,28d7,"Metro Shop 455","D","Shop / Mechanics (Buses)","Transportation","Metro Transit "
10456,28d8,"Metro Ops 10456","D","Operations (Shop)","Transportation","Metro Transit "
10458,28da,"MetroLnk Shop458","D","Shop Entry/Departure (MetroLink) [TDC]?","Transportation","Metro Transit "
10459,28db,"Metro Ops 10459","D","Operations","Transportation","Metro Transit "
10501,2905,"LA Maint 10501","D","Maintenance","Public Works","St. Louis Lambert International Airport (STL)"
10502,2906,"LA Maint Elect","D","Lighting/Electricians [Ch 2]","Public Works","St. Louis Lambert International Airport (STL)"
10503,2907,"LA Maint AllCall","D","Maintenance - Announcement/All Call","Public Works","St. Louis Lambert International Airport (STL)"
10504,2908,"LA De-Icing","D","Runway Maintenance / De-Icing [Ch 4?]","Public Works","St. Louis Lambert International Airport (STL)"
10505,2909,"LA Maint 10505","D","Maintenance (Detectives?)","Public Works","St. Louis Lambert International Airport (STL)"
10507,290b,"LA Ops 10507","D","Operations","Public Works","St. Louis Lambert International Airport (STL)"
10516,2914,"LA Snow OpsA","D","Snow Operations [A]","Public Works","St. Louis Lambert International Airport (STL)"
10517,2915,"LA Snow OpsB","D","Snow Operations [B]","Public Works","St. Louis Lambert International Airport (STL)"
10518,2916,"LA Snow OpsC","D","Snow Operations [C]","Public Works","St. Louis Lambert International Airport (STL)"
10519,2917,"LA Ops 10519","D","Operations","Public Works","St. Louis Lambert International Airport (STL)"
10528,2920,"LA Fire Dispatch","D","Fire: Dispatch","Fire Dispatch","St. Louis Lambert International Airport (STL)"
10529,2921,"LA Maint 529","D","Maintenance [Building Channel]","Public Works","St. Louis Lambert International Airport (STL)"
10530,2922,"LA Maint 530","D","Maintenance (Lights/Elevators)","Public Works","St. Louis Lambert International Airport (STL)"
10531,2923,"LA Hskeeping","D","Housekeeping Ops","Public Works","St. Louis Lambert International Airport (STL)"
10550,2936,"LA Police","De","Police: Dispatch (99% Enc)","Law Dispatch","St. Louis Lambert International Airport (STL)"
10551,2937,"LAPD Spec Det 1","De","Police: Special Detail 1 ","Law Tac","St. Louis Lambert International Airport (STL)"
10552,2938,"LAPD Spec Det 2","D","Police: Special Detail 2 ","Law Tac","St. Louis Lambert International Airport (STL)"
10553,2939,"LA Police 10553","D","Police: Operations","Law Tac","St. Louis Lambert International Airport (STL)"
10554,293a,"LA Police K-9s","D","Police: K-9 Operations","Law Tac","St. Louis Lambert International Airport (STL)"
10555,293b,"LA Detective","D","Police: Detectives","Law Tac","St. Louis Lambert International Airport (STL)"
10566,2946,"LA IT PC/Alarms","D","IT (Computers, Alarms)","Public Works","St. Louis Lambert International Airport (STL)"
10567,2947,"LA ABM Ops 67","D","ABM Industries (Contracted)","Public Works","St. Louis Lambert International Airport (STL)"
10568,2948,"LA Maint 10568","D","Maintenance","Public Works","St. Louis Lambert International Airport (STL)"
10569,2949,"LA Carousels","D","Maintenance - Carousels","Public Works","St. Louis Lambert International Airport (STL)"
10570,294a,"LA Ops 10570","D","Operations (at Terminal Garage)","Public Works","St. Louis Lambert International Airport (STL)"
10575,294f,"LA Maint Baggage","D","Baggage System Maintenance","Public Works","St. Louis Lambert International Airport (STL)"
10582,2956,"LA Fire Admin","D","Fire: Admin","Fire-Talk","St. Louis Lambert International Airport (STL)"
10585,2959,"LA Ops 10585","D","Operations","Public Works","St. Louis Lambert International Airport (STL)"
10601,2969,"AC Security 1","D","Security: Dispatch/Operations","Security","America's Center (St Louis)"
10602,296a,"AC Security 2","D","Security: Dispatch/Operations","Security","America's Center (St Louis)"
10603,296b,"AC Security 3","D","Security: Operations","Security","America's Center (St Louis)"
10604,296c,"ACD Ops 604","D","Operations","Business","America's Center (St Louis)"
10605,296d,"ACD Ops 605","D","Operations (during Soccer Game)","Business","America's Center (St Louis)"
10606,296e,"ACD Liquor","D","Liquor Operations","Business","America's Center (St Louis)"
10607,296f,"ACD Ops 607","D","Operations","Business","America's Center (St Louis)"
10608,2970,"ACD Ops 608","D","Operations","Business","America's Center (St Louis)"
10610,2972,"ACD Ops 610","D","Operations (during Soccer Game)","Business","America's Center (St Louis)"
10611,2973,"ACD Restroom","D","Restroom Maintenance","Business","America's Center (St Louis)"
10612,2974,"ACD Ops 612","D","Operations","Business","America's Center (St Louis)"
10614,2976,"ACD DomeCtrl","D","Dome Control","Business","America's Center (St Louis)"
10721,29e1,"NPS Arch LEO","De","Gateway Arch: Security/Police (LEO) (National Park Service)","Law Dispatch","Federal Government - St Louis"
10722,29e2,"NPS STL 10722","D","Gateway Arch: Law","Law Dispatch","Federal Government - St Louis"
19996,4e1c,"SLC EMS ATG","D","City EMS: Announcement [ATG]","EMS Dispatch","St Louis Region Interoperability / Tactical"
19998,4e1e,"SLC Services ATG","D","City Services: Announcement [ATG]","Multi-Dispatch","St Louis Region Interoperability / Tactical"
19999,4e1f,"SLC Fire ATG","D","Fire: Announcement [ATG]","Fire Dispatch","St Louis Region Interoperability / Tactical"
20000,4e20,"SLC Police ATG","De","Police: Announcement [ATG]","Law Dispatch","St Louis Region Interoperability / Tactical"
20001,4e21,"Trp A Admin","D","Admin","Law Tac","Missouri Highway Patrol - Troop A (Lee's Summit)"
20002,4e22,"Trp A CVE","D","Commercial Vehicle Enforcement","Law Tac","Missouri Highway Patrol - Troop A (Lee's Summit)"
20003,4e23,"Trp A Aviation","D","Aviation","Law Tac","Missouri Highway Patrol - Troop A (Lee's Summit)"
20004,4e24,"Trp A DDCC","D","Division of Drug and Crime Control (DDCC)","Law Tac","Missouri Highway Patrol - Troop A (Lee's Summit)"
20005,4e25,"Trp A Dispatch 1","D","Dispatch 1","Law Dispatch","Missouri Highway Patrol - Troop A (Lee's Summit)"
20006,4e26,"Trp A Car 1","D","Car-to-Car 1","Law Tac","Missouri Highway Patrol - Troop A (Lee's Summit)"
20007,4e27,"Trp A Dispatch 2","D","Dispatch 2","Law Dispatch","Missouri Highway Patrol - Troop A (Lee's Summit)"
20008,4e28,"Trp A Car 2","D","Car-to-Car 2","Law Tac","Missouri Highway Patrol - Troop A (Lee's Summit)"
20009,4e29,"Trp A Dispatch 3","D","Dispatch 3","Law Dispatch","Missouri Highway Patrol - Troop A (Lee's Summit)"
20010,4e2a,"Trp A Car 3","D","Car-to-Car 3","Law Tac","Missouri Highway Patrol - Troop A (Lee's Summit)"
20011,4e2b,"Trp A Dispatch 4","D","Dispatch 4","Law Dispatch","Missouri Highway Patrol - Troop A (Lee's Summit)"
20012,4e2c,"Trp A Car 4","D","Car-to-Car 4","Law Tac","Missouri Highway Patrol - Troop A (Lee's Summit)"
20013,4e2d,"Trp A Dispatch 5","D","Dispatch 5","Law Dispatch","Missouri Highway Patrol - Troop A (Lee's Summit)"
20014,4e2e,"Trp A Car 5","D","Car-to-Car 5","Law Tac","Missouri Highway Patrol - Troop A (Lee's Summit)"
20015,4e2f,"Trp A Marine","D","Water Patrol  ","Law Dispatch","Missouri Highway Patrol - Troop A (Lee's Summit)"
20016,4e30,"Trp A Tac-1","D","Tac-1","Law Tac","Missouri Highway Patrol - Troop A (Lee's Summit)"
20017,4e31,"Trp A Tac-2","D","Tac-2","Law Tac","Missouri Highway Patrol - Troop A (Lee's Summit)"
20018,4e32,"Trp A Tac-3","D","Tac-3","Law Tac","Missouri Highway Patrol - Troop A (Lee's Summit)"
20019,4e33,"Trp A SWAT","D","SWAT","Law Tac","Missouri Highway Patrol - Troop A (Lee's Summit)"
20020,4e34,"Trp A Crash","D","Crash Investigation","Law Tac","Missouri Highway Patrol - Troop A (Lee's Summit)"
20021,4e35,"Trp A Travel","D","Travel","Law Tac","Missouri Highway Patrol - Troop A (Lee's Summit)"
20051,4e53,"Trp B Admin","D","Admin","Law Tac","Missouri Highway Patrol - Troop B (Macon)"
20052,4e54,"Trp B CVE","D","Commercial Vehicle Enforcement","Law Tac","Missouri Highway Patrol - Troop B (Macon)"
20053,4e55,"Trp B Aviation","D","Aviation","Law Tac","Missouri Highway Patrol - Troop B (Macon)"
20054,4e56,"Trp B DDCC","D","Division of Drug and Crime Control (DDCC)","Law Tac","Missouri Highway Patrol - Troop B (Macon)"
20055,4e57,"Trp B Dispatch 1","D","Dispatch 1","Law Dispatch","Missouri Highway Patrol - Troop B (Macon)"
20056,4e58,"Trp B Car 1","D","Car-to-Car 1","Law Tac","Missouri Highway Patrol - Troop B (Macon)"
20057,4e59,"Trp B Dispatch 2","D","Dispatch 2","Law Dispatch","Missouri Highway Patrol - Troop B (Macon)"
20058,4e5a,"Trp B Car 2","D","Car-to-Car 2 ","Law Tac","Missouri Highway Patrol - Troop B (Macon)"
20059,4e5b,"Trp B Dispatch 3","D","Dispatch 3","Law Dispatch","Missouri Highway Patrol - Troop B (Macon)"
20060,4e5c,"Trp B Car 3","D","Car-to-Car 3 / Air RADAR","Law Tac","Missouri Highway Patrol - Troop B (Macon)"
20061,4e5d,"Trp B Marine","D","Marine","Law Tac","Missouri Highway Patrol - Troop B (Macon)"
20062,4e5e,"Trp B Tac-1","D","Tac-1","Law Tac","Missouri Highway Patrol - Troop B (Macon)"
20063,4e5f,"Trp B Tac-2","D","Tac-2","Law Tac","Missouri Highway Patrol - Troop B (Macon)"
20064,4e60,"Trp B Tac-3","D","Tac-3","Law Tac","Missouri Highway Patrol - Troop B (Macon)"
20065,4e61,"Trp B SWAT","D","SWAT","Law Tac","Missouri Highway Patrol - Troop B (Macon)"
20101,4e85,"Trp D Admin","D","Admin","Law Tac","Missouri Highway Patrol - Troop D (Springfield)"
20102,4e86,"Trp D CVE","D","Commercial Vehicle Enforcement","Law Tac","Missouri Highway Patrol - Troop D (Springfield)"
20103,4e87,"Trp D Aviation","D","Aviation","Law Tac","Missouri Highway Patrol - Troop D (Springfield)"
20104,4e88,"Trp D DDCC","D","Division of Drug and Crime Control (DDCC)","Law Tac","Missouri Highway Patrol - Troop D (Springfield)"
20105,4e89,"Trp D Dispatch1E","D","Dispatch 1 - East","Law Dispatch","Missouri Highway Patrol - Troop D (Springfield)"
20106,4e8a,"Trp D Car 1E","D","Car-to-Car 1 - East","Law Tac","Missouri Highway Patrol - Troop D (Springfield)"
20107,4e8b,"Trp D Dispatch2W","D","Dispatch 2 - West","Law Dispatch","Missouri Highway Patrol - Troop D (Springfield)"
20108,4e8c,"Trp D Car2Car 2W","D","Car-to-Car 2 - West","Law Tac","Missouri Highway Patrol - Troop D (Springfield)"
20109,4e8d,"Trp D Dispatch3S","D","Dispatch 3 - South","Law Dispatch","Missouri Highway Patrol - Troop D (Springfield)"
20110,4e8e,"Trp D Car2Car 3S","D","Car-to-Car 3 - South","Law Tac","Missouri Highway Patrol - Troop D (Springfield)"
20111,4e8f,"Trp D Dispatch 4","D","Dispatch 4 / Water Patrol (9/13)","Law Dispatch","Missouri Highway Patrol - Troop D (Springfield)"
20112,4e90,"Trp D Car2Car 4","D","Car-to-Car 4","Law Tac","Missouri Highway Patrol - Troop D (Springfield)"
20113,4e91,"Trp D Dispatch 5","D","Dispatch 5","Law Dispatch","Missouri Highway Patrol - Troop D (Springfield)"
20114,4e92,"Trp D Car2Car 5","D","Car-to-Car 5","Law Tac","Missouri Highway Patrol - Troop D (Springfield)"
20115,4e93,"Trp D Marine","D","Water Patrol","Law Dispatch","Missouri Highway Patrol - Troop D (Springfield)"
20116,4e94,"Trp D Tac 1","D","Tac 1","Law Tac","Missouri Highway Patrol - Troop D (Springfield)"
20117,4e95,"Trp D Tac 2","D","Tac 2","Law Tac","Missouri Highway Patrol - Troop D (Springfield)"
20118,4e96,"Trp D Tac 3","D","Tac 3","Law Tac","Missouri Highway Patrol - Troop D (Springfield)"
20119,4e97,"Trp D SWAT","D","SWAT","Law Tac","Missouri Highway Patrol - Troop D (Springfield)"
20120,4e98,"Trp D Crash Inv","D","Crash Investigation","Law Tac","Missouri Highway Patrol - Troop D (Springfield)"
20151,4eb7,"Trp F Admin","D","Admin","Law Tac","Missouri Highway Patrol - Troop F (Jefferson City)"
20152,4eb8,"Trp F CVE","D","Commercial Vehicle Enforcement","Law Tac","Missouri Highway Patrol - Troop F (Jefferson City)"
20153,4eb9,"Trp F Aviation","D","Aviation","Law Tac","Missouri Highway Patrol - Troop F (Jefferson City)"
20154,4eba,"Trp F DDCC","D"," Division of Drug and Crime Control (DDCC)","Law Tac","Missouri Highway Patrol - Troop F (Jefferson City)"
20155,4ebb,"Trp F Dispatch 1","D","Dispatch 1","Law Dispatch","Missouri Highway Patrol - Troop F (Jefferson City)"
20156,4ebc,"Trp F Car 1","D","Car-to-Car 1","Law Tac","Missouri Highway Patrol - Troop F (Jefferson City)"
20157,4ebd,"Trp F Dispatch 2","D","Dispatch 2","Law Dispatch","Missouri Highway Patrol - Troop F (Jefferson City)"
20158,4ebe,"Trp F Car 2","D","Car-to-Car 2","Law Tac","Missouri Highway Patrol - Troop F (Jefferson City)"
20159,4ebf,"Trp F Dispatch 3","D","Dispatch 3","Law Dispatch","Missouri Highway Patrol - Troop F (Jefferson City)"
20160,4ec0,"Trp F Car 3","D","Car-to-Car 3","Law Tac","Missouri Highway Patrol - Troop F (Jefferson City)"
20161,4ec1,"Trp F Dispatch 4","D","Dispatch 4","Law Dispatch","Missouri Highway Patrol - Troop F (Jefferson City)"
20162,4ec2,"Trp F Car 4","D","Car-to-Car 4","Law Tac","Missouri Highway Patrol - Troop F (Jefferson City)"
20163,4ec3,"Trp F Dispatch 5","D","Dispatch 5","Law Dispatch","Missouri Highway Patrol - Troop F (Jefferson City)"
20164,4ec4,"Trp F Car 5","D","Car-to-Car 5","Law Tac","Missouri Highway Patrol - Troop F (Jefferson City)"
20165,4ec5,"Trp F Dispatch 6","D","Dispatch 6","Law Dispatch","Missouri Highway Patrol - Troop F (Jefferson City)"
20166,4ec6,"Trp F Car 6","D","Car-to-Car 6","Law Tac","Missouri Highway Patrol - Troop F (Jefferson City)"
20167,4ec7,"Trp F Dispatch 7","D","Dispatch 7","Law Dispatch","Missouri Highway Patrol - Troop F (Jefferson City)"
20168,4ec8,"Trp F Car 7","D","Car-to-Car 7","Law Tac","Missouri Highway Patrol - Troop F (Jefferson City)"
20169,4ec9,"Trp F Marine","D","Marine","Law Tac","Missouri Highway Patrol - Troop F (Jefferson City)"
20170,4eca,"Trp F Tac 1","D","Tac 1","Law Tac","Missouri Highway Patrol - Troop F (Jefferson City)"
20171,4ecb,"Trp F Tac 2","D","Tac 2","Law Tac","Missouri Highway Patrol - Troop F (Jefferson City)"
20172,4ecc,"Trp F Tac 3","D","Tac 3","Law Tac","Missouri Highway Patrol - Troop F (Jefferson City)"
20173,4ecd,"Trp F SWAT","D","SWAT","Law Tac","Missouri Highway Patrol - Troop F (Jefferson City)"
20174,4ece,"Trp F Travel","D","Travel","Law Dispatch","Missouri Highway Patrol - Troop F (Jefferson City)"
20201,4ee9,"Trp H Admin","D","Admin","Law Tac","Missouri Highway Patrol - Troop H (St. Joseph)"
20202,4eea,"Trp H CVE","D","Commercial Vehicle Enforcement","Law Tac","Missouri Highway Patrol - Troop H (St. Joseph)"
20203,4eeb,"Trp H Aviation","D","Aviation","Law Tac","Missouri Highway Patrol - Troop H (St. Joseph)"
20204,4eec,"Trp H DDCC","D","Division of Drug and Crime Control (DDCC)","Law Tac","Missouri Highway Patrol - Troop H (St. Joseph)"
20205,4eed,"Trp H Dispatch1","D","Dispatch 1","Law Dispatch","Missouri Highway Patrol - Troop H (St. Joseph)"
20206,4eee,"Trp H Car 1","D","Car-to-Car 1","Law Tac","Missouri Highway Patrol - Troop H (St. Joseph)"
20207,4eef,"Trp H Dispatch 2","D","Dispatch 2","Law Dispatch","Missouri Highway Patrol - Troop H (St. Joseph)"
20208,4ef0,"Trp H Car 2","D","Car-to-Car 2","Law Tac","Missouri Highway Patrol - Troop H (St. Joseph)"
20209,4ef1,"Trp H Dispatch 3","D","Dispatch 3","Law Dispatch","Missouri Highway Patrol - Troop H (St. Joseph)"
20210,4ef2,"Trp H Car 3","D","Car-to-Car 3","Law Tac","Missouri Highway Patrol - Troop H (St. Joseph)"
20211,4ef3,"Trp H Dispatch 4","D","Dispatch 4","Law Dispatch","Missouri Highway Patrol - Troop H (St. Joseph)"
20212,4ef4,"Trp H Car 4","D","Car-to-Car 4","Law Tac","Missouri Highway Patrol - Troop H (St. Joseph)"
20213,4ef5,"Trp H Marine","D","Marine","Law Tac","Missouri Highway Patrol - Troop H (St. Joseph)"
20214,4ef6,"Trp H Tac 1","D","Tac 1","Law Tac","Missouri Highway Patrol - Troop H (St. Joseph)"
20215,4ef7,"Trp H Tac 2","D","Tac 2","Law Tac","Missouri Highway Patrol - Troop H (St. Joseph)"
20216,4ef8,"Trp H Tac 3","D","Tac 3","Law Tac","Missouri Highway Patrol - Troop H (St. Joseph)"
20217,4ef9,"Trp H SWAT","D","SWAT","Law Tac","Missouri Highway Patrol - Troop H (St. Joseph)"
20218,4efa,"Trp H Travel","D","Travel","Law Dispatch","Missouri Highway Patrol - Troop H (St. Joseph)"
20251,4f1b,"GHQ Admin","D","Admin","Law Tac","Missouri Highway Patrol - GHQ-General Headquarters ) aka "Q""
20252,4f1c,"GHQ CVE","D","Commercial Vehicle Enforcement","Law Tac","Missouri Highway Patrol - GHQ-General Headquarters ) aka "Q""
20253,4f1d,"GHQ Aviation","D","Aviation","Law Tac","Missouri Highway Patrol - GHQ-General Headquarters ) aka "Q""
20254,4f1e,"GHQ DDCC","D","Division of Drug and Crime Control (DDCC)","Law Tac","Missouri Highway Patrol - GHQ-General Headquarters ) aka "Q""
20261,4f25,"GHQ Dive Team","D","Dive Team","Law Tac","Missouri Highway Patrol - GHQ-General Headquarters ) aka "Q""
20262,4f26,"GHQ Gov Detail","D","Governor's Detail","Law Tac","Missouri Highway Patrol - GHQ-General Headquarters ) aka "Q""
20263,4f27,"GHQ GovnrMnsn","D","Governor's Mansion/Airplane Travel","Law Tac","Missouri Highway Patrol - GHQ-General Headquarters ) aka "Q""
20264,4f28,"GHQ Gaming","D","Gaming","Law Tac","Missouri Highway Patrol - GHQ-General Headquarters ) aka "Q""
20265,4f29,"GHQ EOD","D","EOD","Law Tac","Missouri Highway Patrol - GHQ-General Headquarters ) aka "Q""
20266,4f2a,"GHQ Info Tech","D","Information Technology","Law Tac","Missouri Highway Patrol - GHQ-General Headquarters ) aka "Q""
20301,4f4d,"DOR Common","D","Missouri Department of Revenue: Common [DOR Common]","Law Tac","Missouri Department of Revenue"
20401,4fb1,"DHSS SW Net","D","Emergency Response Center: Net (Statewide?)","Public Works","Missouri Department of Health and Senior Services (DHSS)"
20420,4fc4,"MO TaskForce1","D","Command Channel: Urban Search & Rescue","Emergency Ops","Missouri Task Force One"
20501,5015,"Capitol Police 1","D","Dispatch 1","Law Dispatch","Missouri State Capitol (Jefferson City-Cole)"
20502,5016,"Capitol Police 2","D","Dispatch 2","Law Talk","Missouri State Capitol (Jefferson City-Cole)"
20503,5017,"Capitol PD C2C ","D","Car-to-Car","Law Talk","Missouri State Capitol (Jefferson City-Cole)"
20505,5019,"Capitol PD Supv","D","Supervisors","Law Talk","Missouri State Capitol (Jefferson City-Cole)"
20506,501a,"Capitol PD Admin","D","Admin","Law Talk","Missouri State Capitol (Jefferson City-Cole)"
20507,501b,"Capitol PD Evt 1","D","Event 1","Law Tac","Missouri State Capitol (Jefferson City-Cole)"
20508,501c,"Capitol PD Evt 2","D","Event 2","Law Tac","Missouri State Capitol (Jefferson City-Cole)"
20509,501d,"Capitol PD Alert","D","Alert","Law Tac","Missouri State Capitol (Jefferson City-Cole)"
20701,50dd,"FireSafety Reg A","D","Fire Safety-Region A","Fire-Talk","State Fire Marshal"
20702,50de,"FireSafety Reg B","D","Fire Safety-Region B","Fire-Talk","State Fire Marshal"
20703,50df,"FireSafety Reg D","D","Fire Safety-Region D","Fire-Talk","State Fire Marshal"
20704,50e0,"FireSafety Reg F","D","Fire Safety-Region F","Fire-Talk","State Fire Marshal"
20705,50e1,"FireSafety Reg H","D","Fire Safety-Region H","Fire-Talk","State Fire Marshal"
20706,50e2,"FireSafety AG 1","D","Fire Safety-AG 1","Fire-Talk","State Fire Marshal"
20801,5141,"DNR EER 001","D","Environmental Emergency Response: 001","Law Tac","Missouri Department of Natural Resources"
20802,5142,"DNR EER SW","D","Environmental Emergency Response: Southwest","Law Tac","Missouri Department of Natural Resources"
20803,5143,"DNR EER KC","D","Environmental Emergency Response: Kansas City","Law Tac","Missouri Department of Natural Resources"
20804,5144,"DNR EER NW","D","Environmental Emergency Response: Northwest","Law Tac","Missouri Department of Natural Resources"
20805,5145,"DNR EER JC","D","Environmental Emergency Response: Jefferson City","Law Tac","Missouri Department of Natural Resources"
20901,51a5,"DNR SPR NW1","D","Park Rangers: Northwest","Law Tac","Missouri Department of Natural Resources"
20902,51a6,"DNR SPR NW2","D","Park Rangers: Northwest","Law Tac","Missouri Department of Natural Resources"
20903,51a7,"DNR SPR SW","D","Park Rangers: Southwest","Law Tac","Missouri Department of Natural Resources"
20904,51a8,"DNR SPR Cmd","D","Park Rangers: Command","Law Tac","Missouri Department of Natural Resources"
20905,51a9,"DNR SPR All","D","Park Rangers: All","Law Tac","Missouri Department of Natural Resources"
20906,51aa,"DNR SPR Event 1","D","Park Rangers: Event 1","Law Tac","Missouri Department of Natural Resources"
20907,51ab,"DNR SPR Event 2","D","Park Rangers: Event 2","Law Tac","Missouri Department of Natural Resources"
21401,5399,"MODOC ACC","D","Algoa Correctional Center","Corrections","Missouri Department of Corrections (MODOC)"
21402,539a,"MODOC BCC","D","Boonville Correctional Center","Corrections","Missouri Department of Corrections (MODOC)"
