"Frequency Output","Frequency Input","FCC Callsign",Agency/Category,County,Description,"Alpha Tag","PL Output Tone","PL Input Tone",Mode,"Class Station Code",Tag
147.090000,147.69000,W0WSV,Repeaters,Linn,"Cedar Rapids","CR Ham",CSQ,"192.8 PL",FM,RM,Ham
147.105000,147.70500,KD0IAN,Repeaters,Polk,Grimes,"Grimes Ham",,,D-STAR,RM,Ham
147.120000,147.72000,WAÃ˜GUD,Repeaters,Audubon,Audubon,"Audubon Ham",CSQ,CSQ,FM,RM,Ham
147.135000,147.73500,NF0T,Repeaters,Marshall,Marshalltown,"M-Town Ham","141.3 PL","141.3 PL",FM,RM,Ham
147.135000,147.73500,N0HCV,Skywarn/ARES,Taylor,"Bedford Repeater - Local","Bedford Ham",,"127.3 PL",FM,RM,Ham
147.135000,147.73500,N0HCV,Skywarn/ARES,Taylor,"Bedford Repeater - ICN","Bedford Ham",,"203.5 PL",FM,RM,Ham
147.135000,147.73500,N0OYK,"General Amateur Radio",O'Brien,"Paullina Repeater","Paullina Ham",,"110.9 PL",FM,RM,Ham
147.135000,147.73500,NF0T,Repeaters,Marshall,Marshalltown,"M-Town Ham","293 NAC","293 NAC",P25,RM,Ham
147.150000,147.75000,N0DYB,Repeaters,Cass,Atlantic,"Atlatic P25",,,P25,RM,Ham
147.150000,147.75000,N0DYB,Repeaters,Cass,Atlantic,"Atlantic A","127.3 PL","151.4 PL",FM,RM,Ham
147.150000,147.75000,W0FDA,Repeaters,Johnson,Coralville,"C-ville Ham",CSQ,"192.8 PL",FM,RM,Ham
147.165000,147.76500,W0MME,Repeaters,Henry,"Mount Pleasant","Mt Pleas Ham",,"156.7 PL",FM,RM,Ham
147.165000,147.76500,KC0MTI,Repeaters,Polk,Johnston,"Johnston Ham","114.8 PL","114.8 PL",FM,RM,Ham
147.195000,147.79500,KC0VII,"General Amateur Radio",Mitchell,"Saint Ansgar Repeater","StAnsgar Ham","103.5 PL","103.5 PL",FM,RM,Ham
147.195000,147.79500,N0FAM,Skywarn/ARES,Warren,"Indianola Repeater - Primary",IndianolaHam,"114.8 PL","114.8 PL",FM,RM,Ham
147.210000,147.81000,K0CSQ,Repeaters,Clarke,Osceola,"Osceola Ham",,"136.5 PL",FM,RM,Ham
147.210000,147.81000,KC0MWG,Repeaters,Kossuth,Algona,"Algona Ham",,"110.9 PL",FM,RM,Ham
147.225000,147.82500,NÃ˜JRX,Repeaters,Crawford,Manilla,"Manilla Ham",,"151.4 PL",FM,RM,Ham
147.240000,147.84000,W0YL,Skywarn/ARES,Story,"Ames Repeater","Ames Ham",CSQ,CSQ,FM,RM,Ham
147.240000,147.84000,W0DBQ,Repeaters,Dubuque,Dubuque,"Dubuque Ham","114.8 PL","114.8 PL",FM,RM,Ham
147.255000,147.85500,N0DYB,Skywarn/RACES,Pottawattamie,"Avoca Repeater","Avoca Ham","151.4 PL","151.4 PL",FM,RM,Ham
147.255000,147.85500,WB0EMJ,Repeaters,Hardin,Ackley,"Ackley Ham",,"136.5 PL",FM,RM,Ham
147.270000,147.87000,WAÃ˜O,Repeaters,Madison,Winterset,WintersetHam,"114.8 PL","114.8 PL",FM,RM,Ham
147.270000,147.87000,KC0DXD,"Amateur Radio in Woodbury County",Woodbury,"Sioux City Ham Repeater 4","SxCity Ham 4","110.9 PL","110.9 PL",FM,RM,Ham
147.270000,147.87000,WB0URC,Repeaters,Winnebago,"Forest City Repeater",ForestCityHam,"103.5 PL","103.5 PL",FM,RM,Ham
147.270000,147.87000,K0LVB,Repeaters,Linn,"Mount Vernon","MT VERNON HAM","192.8 PL","192.8 PL",FM,RM,Ham
147.285000,147.88500,WA0DX,Repeaters,Wapello,Ottumwa,"Ottumwa Ham","146.2 PL","146.2 PL",FM,RM,Ham
147.300000,147.90000,W0II,Repeaters,Delaware,Manchester,ManchestrHam,CSQ,CSQ,FM,RM,Ham
147.300000,147.90000,W0VHQ,"Amateur Radio",Sioux,"Perkins Repeater",W0VHQPerkin,"110.9 PL","110.9 PL",FM,RM,Ham
147.300000,147.90000,KC0TPI,"General Amateur Radio",Lee,"Keokuk Repeater",KC0TPI,"146.2 PL","146.2 PL",FM,RM,Ham
147.300000,147.90000,WA0QBP,Repeaters,Polk,"Des Moines","DM 700","114.8 PL","114.8 PL",FM,RM,Ham
147.315000,147.91500,KBÃ˜JBF,Repeaters,"Cerro Gordo","Mason City - Local",MasonCity315,,"103.5 PL",FM,RM,Ham
147.315000,147.91500,KBÃ˜JBF,Repeaters,"Cerro Gordo","Mason City - Linked to DMX",MasonCityICN,,"203.5 PL",FM,RM,Ham
147.315000,147.91500,KD0WY,Repeaters,Clinton,Clinton,"Clinton Ham","114.8 PL","114.8 PL",FM,RM,Ham
147.315000,147.91500,KD0WY,Repeaters,Clinton,Clinton,"Clinton Ham",,,YSF,RM,Ham
147.330000,147.93000,K0BPR,Skywarn/RACES,Jefferson,"Fairfield Repeater",FairfieldHam,CSQ,CSQ,FM,RM,Ham
147.345000,147.94500,W0OEL,Repeaters,Fayette,"VHF Rural Iowa ARC - Fayette","RIARC VHF","103.5 PL","103.5 PL",FM,RM,Ham
147.360000,147.96000,KG0GK,Repeaters,Clay,Webb,"Webb Ham",,"110.9 PL",FM,RM,Ham
147.375000,147.97500,W0ISU,"General Amateur Radio",Story,"Ames Repeater","Ames Ham","114.8 PL","114.8 PL",FM,RM,Ham
147.390000,147.99000,W0MME,Repeaters,Henry,"Mt Pleasant 147.390 W0MME","W0MME 147.390",CSQ,CSQ,FM,RM,Ham
147.390000,147.99000,K0HU,Repeaters,Humboldt,Humboldt,"Humboldt Ham","CC 4|TG *|SL *",,DMR,RM,Ham
147.405000,146.41500,N0CXX,Repeaters,Linn,"Cedar Rapids","CR Ham",,,D-STAR,RM,Ham
147.420000,0.00000,,Repeaters,Polk,"ARES 3","Polk ARES 3",CSQ,CSQ,FMN,BM,Ham
147.480000,0.00000,,Simplex,Linn,"ARES 2 Secondary Tactical","Linn ARES 2",CSQ,CSQ,FM,BM,Ham
147.510000,0.00000,,Simplex,Muscatine,"Muscatine County ARES","MuscatineCo ARES",CSQ,CSQ,FM,BM,Ham
147.570000,0.00000,,Repeaters,Polk,"ARES 5","Polk ARES 5",CSQ,CSQ,FMN,BM,Ham
147.890000,147.89000,,Simplex,Benton,"Garagbe Channel","BNTN HAM",CSQ,CSQ,FM,BM,Ham
150.750000,148.66250,,"Sioux Gateway Airport (SUX) Iowa National Guard 185th Air Refueling Wing",Statewide,"Plane Maintenance 1",185ARWMaint1,"043 DPL",,FM,RM,Military
150.790000,148.50000,,"Sioux Gateway Airport (SUX) Iowa National Guard 185th Air Refueling Wing",Statewide,"Plane Maintenance 2",185ARWMaint2,"131 DPL",,FM,RM,Military
150.805000,0.00000,KAN839,"Pottawattamie County",Pottawattamie,"Mobile Extender for FD's",PottFrMoRptr,,,FM,M,Other
150.830000,0.00000,WNGG739,"Business Newton Area",Statewide,"Dave Cupples",DaveCupples,"143 DPL",,FM,BM,Business
150.845000,158.22000,KQL955,"Tow Trucks Holiday Wrecker and Crane Serice",Statewide,"Dispatch and Operations for towing/crane service","Holiday Tow","203.5 PL",,FM,RM,Business
150.935000,0.00000,WPMM315,"Businesses J & J Welding",Statewide,"J&J Welding - Daily Operations",J&JWelding,"136.5 PL",,FM,BM,Business
150.995000,155.58000,WQCA858,"Webster County",Webster,Jail,"Webster Jail","754 DPL",,FMN,RM,Corrections
150.995000,156.04500,KDV719,"Dallas County",Dallas,"Road Department","Dal Co Roads","162.2 PL",,FM,RM,"Public Works"
150.995000,159.00000,KAH930,"Chickasaw County",Chickasaw,"Road Department","Chickasaw Roads","118.8 PL",,FMN,RM,"Public Works"
150.995000,159.00000,KHW98,"Emmet County",Emmet,"Road Department","Emmet Roads",,,FM,RM,"Public Works"
150.995000,0.00000,WRG559,"Mills County",Mills,"Road Department","Mills Co Roads",,,FMN,BM,"Public Works"
151.010000,154.40000,WQTE289,"Benton County",Benton,"Fire Dispatch - Keystone and Mt Auburn Towers","Bntn Fire Ks/MtA","110.9 PL",,FMN,RM,"Fire Dispatch"
151.010000,159.22500,KAB814,"Sioux County",Sioux,"Sheriff Dispatch - Analog",SiouxSheriff,"271 DPL",,FM,RM,"Law Dispatch"
151.010000,159.07500,KDV683,"Delaware County",Delaware,"Road Department","Del Roads","141.3 PL",,FMN,RM,"Public Works"
151.010000,159.07500,KGT563,"Louisa County",Louisa,"Road Department","Louisa Roads","107.2 PL",,FM,RM,"Public Works"
151.010000,159.07500,KFG594,"Franklin County",Franklin,"Road Department",FranklinRoad,"CC 11|TG 1800|SL 1",,DMR,RM,"Public Works"
151.010000,0.00000,KTZ503,"Union County",Union,"Road Department","UC Rd Dept",,,FM,B,"Public Works"
151.010000,0.00000,KDY459,"Palo Alto County","Palo Alto","Road Department","PaAl Roads",,,FM,RM,"Public Works"
151.010000,159.22500,KAB814,"Sioux County",Sioux,"Sheriff Dispatch - Digital",SiouxSherif,"084 NAC",,P25,RM,"Law Dispatch"
151.017500,154.40000,WQTE308,"Benton County",Benton,"Fire Dispatch - Newhall Tower","Bntn Fire Newhal","110.9 PL",,FMN,RM,"Fire Dispatch"
151.025000,156.19500,KAK453,"Bremer County",Bremer,"Road Department","Bremer Roads","146.2 PL",,FMN,RM,"Public Works"
151.025000,156.19500,KNDN846,"Adair County",Adair,"Sheriff Dispatch","AdairSh Disp","125 DPL",,FMN,RM,"Law Dispatch"
151.025000,156.24000,KWM583,"Jefferson County",Jefferson,"Road Department","JC Roads Dept",,,FMN,RM,"Public Works"
151.025000,156.19500,KCW639,"Pocahontas County",Pocahontas,"Road Department","76 ROADS","110.9 PL",,FMN,RM,"Public Works"
151.025000,156.19500,KNDN846,"Adair County",Adair,"Road Department",AdairCoRdDep,"110.9 PL",,FMN,RM,"Public Works"
151.025000,156.19500,KTM983,"Dubuque County",Dubuque,"Road Department - Dubuque Tower","DBQ Co Roads","CC 9|TG *|SL *",,DMR,RM,"Public Works"
151.032500,0.00000,WRAE585,"Crawford County",Crawford,"Fire/EMS talkaround","Crwfd Fire Talk",,,FMN,RM,Fire-Talk
151.040000,154.26500,WQPZ737,"Boone County",Boone,"Sheriff Dispatch - Boxholm Tower",BooneLawOps,"1 RAN",,NXDN48,RM,"Law Dispatch"
151.040000,156.18000,KNNS875,"Fayette County",Fayette,"Road Department-old","Fay Roads-old","141.3 PL",,FMN,RM,"Public Works"
151.040000,156.01500,KNGV962,"Worth County",Worth,"Road Department","Worth Roads ",,,FM,RM,"Public Works"
151.040000,159.24000,WQFG783,Carlisle,Warren,"Police Dispatch","Carlisle PD","465 DPL",,FM,RM,"Law Dispatch"
151.047500,0.00000,WQOK536,Danville,"Des Moines","Fire: Tactical 1","DanvilleFD T1","94.8 PL",,FMN,M,Fire-Tac
151.050000,0.00000,WQPS209,"Businesses JNET Technology Solutions",Statewide,"Channel 1","JNET 1","412 NAC",,P25,M,Business
151.055000,159.00000,KFX369,"Carroll County",Carroll,"Road Department",CarolCoRdDpt,"114.8 PL",,FM,RM,"Public Works"
151.055000,155.29500,WQAJ429,"Mills County",Mills,"Emergency Management Agency","Mills Co EMA","192.8 PL",,FMN,BM,"Emergency Ops"
151.055000,159.00000,KFT619,"Hardin County",Hardin,"Road Department","Hardin Roads","179.9 PL",,FMN,BM,"Public Works"
151.055000,156.15000,WQQB885,"Benton County",Benton,"Sheriff Dispatch - Mount Auburn Tower","Bntn Shrf MtAbrn","62 NAC",,P25E,RM,"Law Dispatch"
151.055000,159.03750,KNEN631,"Schools Sibley-Ocheyedan Community Schools",Statewide,"Sibley/Ocheyedan Community Schools",SibOchSchool,"97.4 PL",,FMN,RM,Schools
151.062500,0.00000,WQOK536,Mediapolis,"Des Moines","Fire: Tactical 1","Mediapolis FD T1","127.3 PL",,FMN,M,Fire-Tac
151.070000,158.98500,KGK679,"Webster County",Webster,"Road Department","Webster Road","146.2 PL",,FMN,RM,"Public Works"
151.070000,158.98500,KDP431,"Marshall County",Marshall,"Road Department",MarshallRoad,"141.3 PL",,FMN,RM,"Public Works"
151.070000,158.98500,WPLP715,"Monona County",Monona,"Highway Department","Monona Roads","734 DPL",,FMN,RM,"Public Works"
151.070000,158.98500,KJE263,"O'Brien County",O'Brien,"Road Department","OBrien Roads","131.8 PL",,FM,RM,"Public Works"
151.085000,159.46500,WPWI272,"Department of Transportation District 6",Statewide,"Independence Repeater (Buchanan County)","Indpendc DOT","091 NAC",,P25,RM,"Public Works"
151.085000,159.01500,KNID273,"Keokuk County",Keokuk,"Road Department",KeokukCoRoad,"606 DPL",,FMN,RM,"Public Works"
151.085000,159.46500,WPXR954,"Department of Transportation District 1",Statewide,"Ames Repeater (Story County)","Ames DOT","007 NAC",,P25,RM,"Public Works"
151.085000,159.46500,WPXT342,"Department of Transportation District 2",Statewide,"Waukon Repeater (Allamakee County)","Waukon DOT","020 NAC",,P25,RM,"Public Works"
151.085000,159.46500,WPWJ567,"Department of Transportation District 4",Statewide,"Glenwood Repeater (Mills County)","Glenwood DOT","063 NAC",,P25,RM,"Public Works"
151.092500,0.00000,WRL675,"Van Buren County","Van Buren","Fire Dispatch - Cantril Tower","VBC Fire Can",,,FMN,BM,"Fire Dispatch"
151.100000,153.87500,KXC777,"Des Moines County - DesCom","Des Moines","Road Department (also ARS/LRRP Data)","DMCo Highway","CC 1|TG 100|SL 1",,DMR,RM,Data
151.100000,159.04500,KQR443,"Dickinson County",Dickinson,"Road Department","Dick Roads",,,FM,RM,"Public Works"
151.100000,0.00000,KSZ800,"Madison County",Madison,"Road Department",MadisonRoads,"127.3 PL",,FM,RM,"Public Works"
151.100000,156.24000,WST25,"Jones County",Jones,"Road Department","53 ROADS","229.1 PL",,FMN,F,"Public Works"
151.100000,0.00000,WQIP243,"Tama County",Tama,"Fire TAC 4","Tama Fire Tac 4","146.2 PL",,FMN,M,Fire-Tac
151.115000,159.10500,WPYP430,"Delaware County",Delaware,"Sheriff / EMA Repeater","Del EMA","186.2 PL",,FMN,RM,"Emergency Ops"
151.115000,159.06000,WNBR356,"Henry County",Henry,"Road Department",HenryCoRoads,"532 DPL",,FMN,RM,"Public Works"
151.115000,159.06000,WNJS789,"Buena Vista County","Buena Vista","Road Department","BV Roads","162.2 PL",,FMN,RM,"Public Works"
151.115000,159.06000,KLD820,"Appanoose County",Appanoose,"Road Department","Appanoose Roads",,,DMR,RM,"Public Works"
151.115000,159.12000,KRF468,"Wright County",Wright,"Road Deparment","Wright Roads","123.0 PL",,FMN,RM,"Public Works"
151.122500,156.16500,KSM836,"Muscatine County",Muscatine,"Road Department","MusCo Road","CC 1|TG *|SL *",,DMR,RM,"Public Works"
151.122500,156.16500,KSM836,"Muscatine County",Muscatine,"Road Department Data","Musc Roads Data","CC 1|TG *|SL 2",,DMR,RM,Data
151.130000,154.95000,WQPZ502,"Clayton County",Clayton,"Sheriff Dispatch",ClaytonLaw,"173.8 PL",,FMN,RM,"Law Dispatch"
151.130000,156.15000,WQQB885,"Benton County",Benton,"Sheriff Dispatch - Norway Tower","Bntn Shrf Norway","62 NAC",,P25E,RM,"Law Dispatch"
151.130000,159.07500,WQRL266,"Sioux County",Sioux,"Public Works (Sheriff Ch. 15) / County Conservation",PubWks/Cnsrv,"107.2 PL",,FM,RM,"Public Works"
151.130000,159.07500,KGR269,"Boone County",Boone,"Road Department","Boone Roads","114.8 PL",,FMN,BM,"Public Works"
151.130000,0.00000,KSZ800,"Madison County",Madison,"Road Department",MadisonRoads,,,FM,RM,"Public Works"
151.130000,0.00000,KDY459,"Palo Alto County","Palo Alto","Road Department","PaAl Roads",,,FM,RM,"Public Works"
151.145000,153.87500,KNJB649,"Fremont County",Fremont,Sheriff,"Fremont Sh","97.4 PL",,FM,RM,"Law Dispatch"
151.145000,154.35500,WPFU679,Blairstown,Benton,"Public Works / Fireground",BlairtwnCity,"241.8 PL",,FMN,RM,Multi-Tac
151.145000,155.93250,WQPZ737,"Boone County",Boone,"Sheriff Dispatch - Mackey Tower",BooneLawOps,"1 RAN",,NXDN48,RM,"Law Dispatch"
151.152500,156.00250,WQKL451,"Crawford County",Crawford,EMA,"Crwfrd EMA",,,FMN,RM,"Emergency Ops"
151.152500,0.00000,WQRM922,Ottumwa,Wapello,"Special Event","Ottumwa SE",,,FM,BM,Multi-Tac
151.152500,0.00000,KGK678,"Marshall County",Marshall,"Fireground 3","Marshall Co FG3",CSQ,,FMN,M,Fire-Tac
151.152500,0.00000,KRG635,"Kossuth County",Kossuth,"Engineer / Road Maintenance",KossuthRoads,"174 DPL",,FMN,RM,"Public Works"
151.160000,158.83500,WZX836,"Washington County",Washington,"Sheriff Dispatch - North Tower",WashCoOpsN,"311 DPL",,FMN,RM,"Law Dispatch"
151.160000,159.04500,KNFG747,"Jones County",Jones,"Jones Elderly Transit Service","53 JETS","156 DPL",,FMN,F,Transportation
151.160000,0.00000,KNFG747,"Business Countywide",Statewide,"Jones Economy Transportation System Mobile Relay","JETS Mob Rly",,,FM,,Transportation
151.167500,158.91750,WPSS220,"Poweshiek County",Poweshiek,"Sheriff Dispach","Poweshiek Law","791 NAC | TG 1",,P25,RM,"Law Dispatch"
151.175000,153.78500,WQEC234,"Clayton County",Clayton,"EM Ops - Chicken Ridge Tower","EM Ops CKRDG","103.5 PL",,FMN,RM,"Emergency Ops"
151.175000,153.78500,WQEC234,"Clayton County",Clayton,"EM Ops - Strawberry Point Tower","EM Ops STPT","110.9 PL",,FMN,RM,"Emergency Ops"
151.175000,153.78500,WQEC234,"Clayton County",Clayton,"EM Ops CMD","EM Ops CMD","241.8 PL",,FMN,RM,"Emergency Ops"
151.175000,153.78500,WQEC234,"Clayton County",Clayton,"EM Ops - McGregor Tower","EM Ops MCG","85.4 PL",,FMN,RM,"Emergency Ops"
151.175000,153.78500,WQEC234,"Clayton County",Clayton,"EM Ops - Monona Tower","EM Ops MON","79.7 PL",,FMN,RM,"Emergency Ops"
151.175000,153.78500,WQEC234,"Clayton County",Clayton,"EM Ops - Guttenburg Tower","EM Ops GUT","97.4 PL",,FMN,RM,"Emergency Ops"
151.175000,156.20250,WQON840,Norway,Benton,Fireground,"Norway FG","606 DPL",,FMN,RM,Fire-Tac
151.182500,158.76750,WQUN766,Grinnell,Poweshiek,"Police Dispatch","Grinnell Police","79C NAC | TG 1",,P25,RM,"Law Dispatch"
151.187500,159.09000,KIU482,"Belle Plaine",Benton,"Police Dispatch - Old","Belle Plaine PD","200 NAC",,P25E,RM,"Law Dispatch"
151.190000,156.24000,WNCR796,"Dallas Center",Dallas,"Public Works - Police / Fire Talk","Dal CenterPW","065 DPL",,FMN,RM,Multi-Tac
151.190000,159.45000,WPWK965,"Department of Transportation District 6",Statewide,"Anamosa Repeater (Jones County)","Anam DOT","096 NAC",,P25,RM,"Public Works"
151.190000,159.45000,WPWI277,"Department of Transportation District 3",Statewide,"Denison Repeater (Crawford County)","Denison DOT",,,P25,RM,"Public Works"
151.205000,156.01500,WPUV243,"Appanoose County",Appanoose,"Ops Repeater - used by Midwest Ambulance","Appanoose Ops","131.8 PL",,FMN,RM,"Law Dispatch"
151.205000,158.86500,KNFQ991,"Benton County",Benton,"Emergency Management","Benton EMA","179.9 PL",,FMN,RM,"Emergency Ops"
151.220000,156.01500,WPTX510,"Cedar County",Cedar,"Sheriff Dispatch","Cedar Sheriff A","167.9 PL",,FMN,RM,"Law Dispatch"
151.220000,0.00000,KAC362,"Dickinson County",Dickinson,Jail,"Dick Sh Jail",,,FMN,BM,Corrections
151.220000,159.22500,WNJI497,"Polk County",Polk,Conservation,"Polk Consv","146.2 PL",,FMN,RM,"Public Works"
151.220000,0.00000,n/a,"Harlan Community School District",Shelby,"Site: 001 Harlan",n/a,n/a,n/a,NXDN,RM,TRS
151.220000,159.04500,WQAS374,"Keokuk County",Keokuk,"EMS Dispatch","Keokuk EMS","203.5 PL",,FMN,RM,"EMS Dispatch"
151.220000,156.01500,WPTX510,"Cedar County",Cedar,"Sheriff Dispatch","Cedar Sheriff D","064 NAC | TG 104",,P25,RM,"Law Dispatch"
151.220000,159.42750,WRDI879,"Fort Dodge",Webster,"Public Works","FD Pub Wrks","156.7 PL",,FMN,RM,"Public Works"
151.227500,159.05250,KNFJ448,"Schools Central Lyon Community School District",Statewide,Repeater,"CL School","125 DPL",,FMN,RM,Schools
151.235000,159.34500,WNQJ607,"Linn County",Linn,Conservation,"Linn Conser","146.2 PL",,FMN,BM,"Public Works"
151.235000,0.00000,WQBR276,"Decatur County",Decatur,Conservation,"Decatur Consrvtn",,,FMN,BM,"Public Works"
151.250000,159.24000,WQAY426,"Dubuque Regional Airport (DBQ) Security",Statewide,"Airport Security","Dub Airport","223 DPL",,FM,RM,Security
151.250000,0.00000,,"Mount Vernon",Linn,"Public Works","Mt Vernon PW","CC 12|TG 1000|SL *",,DMR,BM,"Public Works"
151.257500,155.16750,KRF370,"Businesses Buena Vista County Hospital",Statewide,Maintenance,"BV HospMaint","71.9 PL",,FMN,RM,Business
151.265000,156.12750,WQPZ737,"Boone County",Boone,"Sheriff Dispatch - Woodward Tower",BooneLawOps,"1 RAN",,NXDN48,RM,"Law Dispatch"
151.265000,159.27000,KAD482,"Tama County",Tama,"Sheriff Dispatch","Tama Law","82.5 PL",,FMN,RM,"Law Dispatch"
151.265000,159.25500,WNQU668,"Muscatine County",Muscatine,Conservation,"MusCo Cons",,,DMR,RM,"Public Works"
151.272500,159.23250,WPVS871,"Keokuk County",Keokuk,"Sheriff Dispatch",KeokukCoShP25,"C54 NAC",,P25e,RM,"Law Dispatch"
151.280000,0.00000,KTI643,"Montgomery County",Montgomery,"Sheriff Dispatch","MontgSh Disp",,,FM,RM,"Law Dispatch"
151.280000,153.77000,KAA521,Spencer,Clay,"Police Dispatch","Spencer PD","743 NAC",,P25e,RM,"Law Dispatch"
151.287500,0.00000,KAD520,Waverly,Bremer,"Waverly Law - linked to 155.070","Waverly Law","009 NAC",,P25e,RM,"Law Dispatch"
151.287500,0.00000,WRAE585,"Crawford County",Crawford,"EMS: Dispatch","Crwfd Co EMS","136.5 PL",,FMN,RM,"EMS Dispatch"
151.295000,154.72500,WQOE579,"Woodbury County",Woodbury,"Public shuttle","Wdbry Shuttl","CC 1|TG 1|SL 1",,DMR,BM,Transportation
151.295000,159.39000,KAE697,"Jones County",Jones,"Sheriff Dispatch - Amber Tower","53 LAW AMBER","530 NAC",,P25,RM,"Law Dispatch"
151.295000,159.30000,WPUS606,"Mills County",Mills,"Sheriff Dispatch",MillCoSherif,"118.8 PL",,FMN,RM,"Law Dispatch"
151.310000,159.28500,WPVB896,"Adair County",Adair,"Bridgewater Rescue",BridgeH20Res,,,FMN,RM,"Emergency Ops"
151.310000,158.91000,KB85850,"Buena Vista County","Buena Vista","Sheriff Dispatch - Newell Tower","BV NewellTwr","503 DPL",,FMN,RM,"Law Dispatch"
151.310000,156.19500,WQPZ737,"Boone County",Boone,"Tactical 1 - Boxhom Tower","BooneCo Tac1",,,NXDN48,RM,Multi-Tac
151.317500,159.39000,"KAE697 ","Jones County",Jones,"Sheriff Dispatch - Cascade Tower","53 LAW CASCADE","530 NAC",,P25,RM,"Law Dispatch"
151.325000,159.39000,WPYL837,"Department of Transportation District 1",Statewide,"Iowa Falls Repeater (Hardin County)",IowaFallsDOT,"003 NAC",,P25,RM,"Public Works"
151.325000,159.39000,WPWK968,"Department of Transportation District 2",Statewide,"Decorah Repeater (Winneshiek County)","Decorah DOT","019 NAC",,P25,RM,"Public Works"
151.325000,159.25500,WPFT646,"Dickinson County",Dickinson,"Law/Fire/EMS/Public Works Interop","Dick Interop",,,FMN,RM,Interop
151.325000,159.45000,WPXZ812,"Department of Transportation Des Moines Area Highway Helper",Statewide,Operations,"DM Hwy Help","118 NAC",,P25,RM,"Public Works"
151.325000,159.39000,WPWL409,"Department of Transportation District 6",Statewide,"Cedar Rapids Repeater (Linn County)","CR DOT","095 NAC",,P25,RM,"Public Works"
151.340000,155.46000,,"Department of Transportation Cedar Rapids / Iowa City Area Highway Helper",Statewide,"Iowa City Highway Helper","IC Hwy Help","52 NAC",,P25,RM,"Public Works"
151.347500,155.89500,WQLH663,"West Branch",Cedar,"Police Dispatch","W Branch PD","064 NAC | TG 104",,P25,RM,"Law Dispatch"
151.355000,0.00000,WPIG990,"Jasper County",Jasper,Conservation,JapserConsvt,,,FM,BM,"Public Works"
151.355000,0.00000,WPFF986,"Department of Natural Resources Areawide frequencies",Statewide,"Scott, Muscatine, Cedar, Clinton Counties","IA DNR Area4",,,FM,M,"Law Tac"
151.355000,159.22500,WQKL767,"Clinton County",Clinton,"EMA East Tower","Clinton EMA-East","218.1 PL",,FMN,RM,"Emergency Ops"
151.355000,159.22500,WQKL767,"Clinton County",Clinton,"EMA Central Tower","Clinton EMA-Cntr","225.7 PL",,FMN,RM,"Emergency Ops"
151.355000,156.22500,WQPZ737,"Boone County",Boone,"Tactical 1 - Boone Tower","BooneCo Tac1",,,NXDN48,RM,Multi-Tac
151.355000,159.04500,WQHT837,"Cerro Gordo County","Cerro Gordo",Conservation,"CG Conservat","192.8 PL",,FMN,RM,"Public Works"
151.362500,156.15000,WQQB885,"Benton County",Benton,"Sheriff Dispatch - Vinton Tower","Bntn Shrf Vinton","62 NAC",,P25E,RM,"Law Dispatch"
151.370000,159.30000,WQBR516,"Webster City",Hamilton,"Police Dispatch",WbstrCityPD,"365 DPL",,FMN,RM,"Law Dispatch"
151.370000,158.80500,KBR633,Denison,Crawford,"Public Works","Denison PW R",,,FMN,RM,"Public Works"
151.385000,0.00000,WPEH830,"Department of Natural Resources Statewide",Statewide,Statewide,"DNR S/W",,,FM,M,"Law Tac"
151.400000,159.40500,WPWR753,"Department of Transportation Cedar Rapids / Iowa City Area Highway Helper",Statewide,"Cedar Rapids Highway Helper","CR Hw yHelp","6 NAC",,P25,RM,"Public Works"
151.407500,159.39750,WQOK536,"West Burlington","Des Moines","Fire: Repeater / Talk Around","West Burl Fire ","156.7 PL",,FMN,RM,Fire-Tac
151.415000,0.00000,KUT426,"Lucas County Health Center",Lucas,"EMS - Dispatch","EMS Dispatch","167.9 PL",,FMN,BM,"EMS Dispatch"
151.415000,159.33000,WPVS871,"Keokuk County",Keokuk,"Sheriff Dispatch",KeokukCoShRp,"146.2 PL",,FMN,RM,"Law Dispatch"
151.415000,0.00000,WNYG568,"Sac County",Sac,Conservation,"Sac Conserv",,,FMN,BM,"Public Works"
