Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
34017,84e1,"Common 14","D","Regional  Common 14","Interop","Regional Interop "
34045,84fd,"MHP-A Dispatch","De","MHP Troop A (KC) Dispatch","Law Dispatch","State of Missouri"
34046,84fe,"MHP-A KC Ops 2","DE","MHP Troop A (KC) Ops 2","Law Tac","State of Missouri"
34047,84ff,"MHP-A KC Ops 1","DE","MHP Troop A (KC) Ops 1","Law Tac","State of Missouri"
34060,850c,"UMKC Police","D","Police: Dispatch","Law Dispatch","University of Missouri Kansas City"
34061,850d,"UMKC Parking","D"," Parking Enforcement  ","Schools","University of Missouri Kansas City"
34070,8516,"Common 15","DE","Regional Common 15","Interop","Regional Interop "
34071,8517,"Common 16","De","Regional Common 16","Interop","Regional Interop "
34072,8518,"Common 17","De","Regional Common 17","Interop","Regional Interop "
34073,8519,"Common 18","De","Regional Common 18","Interop","Regional Interop "
34074,851a,"Common 19","De","Regional Common 19","Interop","Regional Interop "
34075,851b,"Common 20","De","Regional Common 20","Interop","Regional Interop "
34076,851c,"Common 21","De","Regional Common 21","Interop","Regional Interop "
34077,851d,"Common 22","De","Regional Common 22","Interop","Regional Interop "
34078,851e,"Common 23","DE","Regional Common 23","Interop","Regional Interop "
34079,851f,"Common 24","DE","Regional Common 24","Interop","Regional Interop "
34080,8520,"Common 25","DE","Regional Common 25","Interop","Regional Interop "
34081,8521,"Common 26","DE","Regional Common 26","Interop","Regional Interop "
34082,8522,"Common 27","DE","Regional Common 27","Interop","Regional Interop "
34083,8523,"Common 28","DE","Regional Common 28","Interop","Regional Interop "
34100,8534,"Platte Co Law 1","DE","Sheriff Law Dispatch South","Law Dispatch","Platte County MO"
34101,8535,"Platte Co Law 2","DE","Sheriff Law Dispatch North","Law Dispatch","Platte County MO"
34104,8538,"PlatteCo LawTac1","DE","Sheriff Tac 1","Law Tac","Platte County MO"
34105,8539,"PlatteCo LawTac2","DE","Sheriff Tac 2","Law Tac","Platte County MO"
34106,853a,"PlatteCo LawTac3","DE","Sheriff Tac 3","Law Tac","Platte County MO"
34107,853b,"PlatteCo LawTac4","DE","Sheriff Tac 4","Law Tac","Platte County MO"
34108,853c,"PlatteCo LawTac5","DE","Sheriff Tac 5","Law Tac","Platte County MO"
34109,853d,"PlatteCo LawTac6","DE","Sheriff Tac 6","Law Tac","Platte County MO"
34110,853e,"PlatteCo LawTac7","De","Sheriff Tac 7","Law Tac","Platte County MO"
34117,8545,"Platte Co Court","D","Courthouse Security [SSU]","Security","Platte County MO"
34118,8546,"PlatteCoLawComn1","De","Sheriff: Car-to-Car 1 [COM 1]","Law Talk","Platte County MO"
34119,8547,"PlatteCoLawComn2","De","Sheriff: Car-to-Car 2 [COM 2]","Law Talk","Platte County MO"
34129,8551,"Platte Co EM 1","D","Emergency Management","Emergency Ops","Platte County MO"
34131,8553,"Platte Co PW 1","D","Public Works 1","Public Works","Platte County MO"
34132,8554,"Platte Co PW 2","D","Public Works 2","Public Works","Platte County MO"
34133,8555,"Platte Co PW 3","D","Public Works 3","Public Works","Platte County MO"
34136,8558,"Platte Co FM 1","D","Facilities Management 1","Public Works","Platte County MO"
34137,8559,"Platte Co FM 2","D","Facilities Management 2","Public Works","Platte County MO"
34138,855a,"Platte Co FM 3","D","Facilities Management 3","Public Works","Platte County MO"
34141,855d,"Platte Co Fire 1","D","Fire Dispatch 1 [FIRE 1]","Fire Dispatch","Platte County MO"
34142,855e,"Platte Co Fire 2","D","Fire Dispatch 2 [FIRE 2]","Fire Dispatch","Platte County MO"
34145,8561,"PlatteCo FD Tac1","D","Fire Tactical 1","Fire-Tac","Platte County MO"
34146,8562,"PlatteCo FD Tac2","D","Fire Tactical 2","Fire-Tac","Platte County MO"
34147,8563,"PlatteCo FD Tac3","D","Fire Tactical 3","Fire-Tac","Platte County MO"
34148,8564,"PlatteCo FD Tac4","D","Fire Tactical 4","Fire-Tac","Platte County MO"
34151,8567,"Smithvl Fire/EMS","D","Smithville Fire and NRAD EMS Dispatch","Multi-Dispatch","Platte County MO"
34200,8598,"Raytown Police A","DE","Police Dispatch","Law Dispatch","Jackson County MO - Raytown"
34201,8599,"Raytown Police B","DE","Police B","Law Tac","Jackson County MO - Raytown"
34202,859a,"Raytown Police C","DE","Police C","Law Tac","Jackson County MO - Raytown"
34203,859b,"Raytown Police D","DE","Police D","Law Tac","Jackson County MO - Raytown"
34204,859c,"Raytown Police E","DE","Police E","Law Tac","Jackson County MO - Raytown"
34212,85a4,"Raytown PubWrks","D","Public Works","Public Works","Jackson County MO - Raytown"
34250,85ca,"Grandview PD","DE","Grandview Police Dispatch","Law Dispatch","Jackson County MO - Grandview"
34258,85d2,"Grandview CW","D","Grandview Citywide","Public Works","Jackson County MO - Grandview"
34270,85de,"Grandview FD","D","Grandview Fire/EMS","Fire Dispatch","Jackson County MO - Grandview"
34288,85f0,"Grandview PWSnow","D","Grandview Public Works - Snow Plows","Public Works","Jackson County MO - Grandview"
34300,85fc,"Clay County SO 1","DE","Sheriff Dispatch","Law Dispatch","Clay County MO"
34301,85fd,"Clay County SO 2","DE","Sheriff 2","Law Tac","Clay County MO"
34302,85fe,"Clay County SO 3","DE","Sheriff 3","Law Tac","Clay County MO"
34303,85ff,"Clay County SO 4","DE","Sheriff 4","Law Tac","Clay County MO"
34304,8600,"Clay County SO 5","DE","Sheriff 5","Law Tac","Clay County MO"
34305,8601,"Clay County SO 6","DE","Sheriff 6","Law Tac","Clay County MO"
34306,8602,"Clay County SO 7","DE","Sheriff 7 - Court Security","Security","Clay County MO"
34307,8603,"Clay County SO 8","DE","Sheriff 8 - Drug Squad","Law Tac","Clay County MO"
34312,8608,"Clay County Fire","D","Fire/EMS Dispatch","Fire Dispatch","Clay County MO"
34320,8610,"Kearney Police","D","Kearney Police","Law Dispatch","Clay County MO"
34321,8611,"ClayCounty Parks","D","Clay County Parks ","Public Works","Clay County MO"
34322,8612,"PleasantVallyPD1","DE","Pleasant Valley/Claycomo Police Dispatch","Law Dispatch","Clay County MO"
34323,8613,"PleasantVallyPD2","DE","Pleasant Valley Police Tactical","Law Tac","Clay County MO"
34324,8614,"PleasantVlyFire1","D","Pleasant Valley Fire Dispatch","Fire Dispatch","Clay County MO"
34325,8615,"PleasantVlyFire2","D","Pleasant Valley Fire Tactical","Fire-Tac","Clay County MO"
34326,8616,"PleasantValleyPW","D","Pleasant Valley Public Works ","Public Works","Clay County MO"
34329,8619,"Birmingham Fire","D","Birmingham Fire Dispatch (DB Clay Sheriff)","Fire Dispatch","Clay County MO"
34351,862f,"JCSO Dispatch","DE","Sheriff: Dispatch","Law Dispatch","Jackson County MO"
34352,8630,"JCSO Secondary","DE","Sheriff: Secondary","Law Tac","Jackson County MO"
34353,8631,"JCSO Ops 1","DE","Sheriff': Ops-1","Law Tac","Jackson County MO"
34354,8632,"JCSO Ops 2","D","Sheriff: Ops-2","Law Tac","Jackson County MO"
34355,8633,"JCSO Ops 3","D","Sheriff: Ops-3","Law Tac","Jackson County MO"
34356,8634,"JCSO Ops 4","DE","Sheriff: Ops-4","Law Tac","Jackson County MO"
34357,8635,"JCSO ERT","DE","Sheriff: Emergency Response Team","Law Tac","Jackson County MO"
34358,8636,"JCSO Traffic","D","Sheriff: Traffic Unit","Law Tac","Jackson County MO"
34359,8637,"JCSO Crths KC","D","KC (Downtown) Courthouse","Law Tac","Jackson County MO"
34360,8638,"JCSO Crths Ind","D","Independence Courthouse","Law Tac","Jackson County MO"
34361,8639,"JaCo Muni Police","D","Sheriff: Municipal Police - Dispatch","Law Dispatch","Jackson County MO"
34362,863a,"JaCo Park Ranger","D","Jackson County Park Rangers","Public Works","Jackson County MO"
34365,863d,"JaCo PublicWorks","D","Jackson County Public Works","Public Works","Jackson County MO"
34370,8642,"JaCo PubWrk Tac","D","Jackson County Public Works Tac","Public Works","Jackson County MO"
34379,864b,"OakGrove Police","D","Oak Grove Police 1","Law Dispatch","Jackson County MO"
34381,864d,"GrValley Codes","D","Grain Valley Codes","Public Works","Jackson County MO"
34382,864e,"Lake Lota Police","D","Lake Lotawana Police","Law Dispatch","Jackson County MO"
34383,864f,"LakeLota Police1","D","Lake Lotawana Police 1","Law Tac","Jackson County MO"
34384,8650,"Lone Jack Police","D","Lone Jack Police","Law Dispatch","Jackson County MO"
34385,8651,"LoneJack Police1","D","Lone Jack Police 1","Law Tac","Jackson County MO"
34386,8652,"Greenwood PD","D","Greenwood Police","Law Dispatch","Jackson County MO"
34387,8653,"Greenwood PD1","D","Greenwood Police 1","Law Tac","Jackson County MO"
34389,8655,"IFPD BlueSum","De","Inter City Fire Protection District (Blue Summit)","Fire-Tac","Jackson County MO"
34401,8661,"Lone Jack Fire","D","Lone Jack Fire Dispatch","Fire Dispatch","Jackson County MO"
34500,86c4,"Liberty Police","DE","Police Dispatch","Law Dispatch","Clay County MO - Liberty"
34501,86c5,"Liberty PD Tac 1","DE","Police Tac 1","Law Tac","Clay County MO - Liberty"
34503,86c7,"Liberty PD Tac 3","DE","Police Tac 3","Law Tac","Clay County MO - Liberty"
34504,86c8,"Liberty Fire","D","Fire Dispatch","Fire Dispatch","Clay County MO - Liberty"
34505,86c9,"Liberty FireTac1","D","Fire Tactical 1","Fire-Tac","Clay County MO - Liberty"
34514,86d2,"Liberty PublicWk","D","Public Works","Public Works","Clay County MO - Liberty"
34519,86d7,"Liberty EMS","D","EMS Dispatch","EMS Dispatch","Clay County MO - Liberty"
34550,86f6,"Cass Co Sheriff","DE","Sheriff Dispatch  (Ch 1)","Law Dispatch","Cass County MO"
34551,86f7,"Cass Co SO 2","DE","Sheriff Overflow (Ch 2)","Law Tac","Cass County MO"
34552,86f8,"Cass Co SO Ops 1","DE","Sheriff Operations 1","Law Tac","Cass County MO"
34553,86f9,"Cass Co SO Ops 2","DE","Sheriff Operations 2","Law Tac","Cass County MO"
34554,86fa,"Cass County Jail","DE","Cass County Jail","Corrections","Cass County MO"
34555,86fb,"Cass Co SO Tac 1","DE","Sheriff Tac-1","Law Tac","Cass County MO"
34556,86fc,"Cass Co SO TacC2","DE","Sheriff Tac-2","Law Tac","Cass County MO"
34557,86fd,"Cass Co SO Detec","DE","Sheriff Detectives","Law Talk","Cass County MO"
34558,86fe,"Cass Co SO Admin","DE","Sheriff Administration","Law Talk","Cass County MO"
34559,86ff,"Belton Police F1","DE","Belton Police Dispatch","Law Dispatch","Cass County, MO - Belton"
34560,8700,"BeltonPD TAC1","DE","Belton Police Tac 1 [BPDTAC1]","Law Tac","Cass County, MO - Belton"
34561,8701,"BeltonPD TAC2","DE","Belton Police Tac 2 [BPDTAC2]","Law Tac","Cass County, MO - Belton"
34562,8702,"BeltonPD TAC3","DE","Belton Police Tac 3 [BPDTAC3]","Law Tac","Cass County, MO - Belton"
34563,8703,"BeltonPD CIRT","DE","Belton Police CIRT [BPDCIRT]","Law Tac","Cass County, MO - Belton"
34564,8704,"Belton Fire ","D","Belton Fire Dispatch","Fire Dispatch","Cass County, MO - Belton"
34565,8705,"BeltonFDTAC1","D","Belton Fire Tac 1 [BFDTAC1]","Fire-Tac","Cass County, MO - Belton"
34566,8706,"BeltonFDTAC2","D","Belton Fire Tac 2 [BFDTAC2]","Fire-Tac","Cass County, MO - Belton"
34567,8707,"Belton LG","D","Belton Local Government","Public Works","Cass County, MO - Belton"
34568,8708,"Belton CH","D","Belton City Hall","Public Works","Cass County, MO - Belton"
34569,8709,"Belton PW","D","Belton Public Works","Public Works","Cass County, MO - Belton"
34570,870a,"BeltonPWALT1","D","Belton Public Works Alt 1","Public Works","Cass County, MO - Belton"
34571,870b,"BeltonPWALT2","D","Belton Public Works Alt 2","Public Works","Cass County, MO - Belton"
34572,870c,"Belton TRAN","D","Belton Transportation","Transportation","Cass County, MO - Belton"
34573,870d,"Belton EMA OC","D","Belton Emergency Management","Emergency Ops","Cass County, MO - Belton"
34574,870e,"Belton EMACOM","D","Belton Emergency Management Common","Emergency Ops","Cass County, MO - Belton"
34575,870f,"Belton CMN1","D","Belton Common 1","Interop","Cass County, MO - Belton"
34576,8710,"Belton CMN2","D","Belton Common 2","Interop","Cass County, MO - Belton"
34577,8711,"Belton WAT","D","Belton Water ","Utilities","Cass County, MO - Belton"
34578,8712,"Belton VM","D","Belton VM (?)","Public Works","Cass County, MO - Belton"
34579,8713,"Belton CDD","D","Belton Community Development Department (CDD)","Public Works","Cass County, MO - Belton"
34580,8714,"HV PD DISP","DE","Harrisonville Police Dispatch","Law Dispatch","Cass County, MO - Harrisonville"
34581,8715,"HV PD TAC1","DE","Harrisonville Police Tac-1","Law Tac","Cass County, MO - Harrisonville"
34582,8716,"HV PD TAC2","DE","Harrisonville Police Tac-2","Law Tac","Cass County, MO - Harrisonville"
34583,8717,"HV PD ACO","DE","Harrisonville Police Animal Control","Law Talk","Cass County, MO - Harrisonville"
34584,8718,"HV PD INV1","DE","Harrisonville Police Investigations 1","Law Talk","Cass County, MO - Harrisonville"
34585,8719,"HV PD INV2","DE","Harrisonville Police Investigations 2","Law Talk","Cass County, MO - Harrisonville"
34586,871a,"HV FD/EMS","D","Harrisonville Fire/EMS Dispatch","Fire Dispatch","Cass County, MO - Harrisonville"
34587,871b,"HV ES TAC1","D","Harrisonville Fire/EMS Tac-1","Fire-Tac","Cass County, MO - Harrisonville"
34588,871c,"HV ES TAC2","D","Harrisonville Fire/EMS Tac-2","Fire-Tac","Cass County, MO - Harrisonville"
34589,871d,"HV ES TAC3","D","Harrisonville Fire/EMS Tac-3","Fire-Tac","Cass County, MO - Harrisonville"
34590,871e,"HAR PARKS","D","Harrisonville Parks","Public Works","Cass County, MO - Harrisonville"
34591,871f,"HAR STRTS","D","Harrisonville Street ","Public Works","Cass County, MO - Harrisonville"
34592,8720,"HAR ELEC","D","Harrisonville Electric","Utilities","Cass County, MO - Harrisonville"
34593,8721,"HAR TREE","D","Harrisonville Tree","Public Works","Cass County, MO - Harrisonville"
34594,8722,"HAR WATER","D","Harrisonville Water","Public Works","Cass County, MO - Harrisonville"
34595,8723,"HAR CODES","D","Harrisonville Codes","Public Works","Cass County, MO - Harrisonville"
34596,8724,"HARCTYHL","D","Harrisonville City Hall","Public Works","Cass County, MO - Harrisonville"
34597,8725,"HAR CMN1","D","Harrisonville Common 1","Interop","Cass County, MO - Harrisonville"
34598,8726,"HAR CMN2","D","Harrisonville Common 2","Interop","Cass County, MO - Harrisonville"
34599,8727,"HAR CMN3","D","Harrisonville Common 3","Interop","Cass County, MO - Harrisonville"
34600,8728,"HAR EMGT","D","Harrisonville Emergency Management","Emergency Ops","Cass County, MO - Harrisonville"
34601,8729,"HARPWSUP","D","Harrisonville Public Works Supervisors","Public Works","Cass County, MO - Harrisonville"
34602,872a,"PH PD DISP1","DE","Pleasant Hill Police Dispatch 1","Law Dispatch","Cass County, MO - Pleasant Hill"
34603,872b,"PH PD DISP2","DE","Pleasant Hill Police Dispatch 2","Law Dispatch","Cass County, MO - Pleasant Hill"
34604,872c,"PH PD TAC1","DE","Pleasant Hill Police Tac-1","Law Tac","Cass County, MO - Pleasant Hill"
34605,872d,"PH PD TAC2","DE","Pleasant Hill Police Tac-2","Law Tac","Cass County, MO - Pleasant Hill"
34606,872e,"PH PD ACO","DE","Pleasant Hill Police Animal Control Officer (ACO)","Law Talk","Cass County, MO - Pleasant Hill"
34607,872f,"PH EM","D","Pleasant Hill Emergency Managment","Emergency Ops","Cass County, MO - Pleasant Hill"
34608,8730,"PH PW1","D","Pleasant Hill Public Works 1","Public Works","Cass County, MO - Pleasant Hill"
34609,8731,"PH PW2","D","Pleasant Hill Public Works 2","Public Works","Cass County, MO - Pleasant Hill"
34610,8732,"PH CMN1","D","Pleasant Hill Common 1","Interop","Cass County, MO - Pleasant Hill"
34611,8733,"PH CMN2","D","Pleasant Hill Common 2","Interop","Cass County, MO - Pleasant Hill"
34612,8734,"PH FD DISP","D","Pleasant Hill Fire/EMS Dispatch","Fire Dispatch","Cass County, MO - Pleasant Hill"
34613,8735,"PH FD TAC1","D","Pleasant Hill Fire Tac-1","EMS-Tac","Cass County, MO - Pleasant Hill"
34614,8736,"PH FD TAC2","D","Pleasant Hill Fire Tac-2","EMS-Tac","Cass County, MO - Pleasant Hill"
34615,8737,"CntrlCassCo Fire","D","Central Cass Fire Dispatch","Fire Dispatch","Cass County MO"
34618,873a,"Creighton Fire","D","Creighton Fire Dispatch","Fire Dispatch","Cass County MO"
34619,873b,"Drexel Fire","D","Drexel Fire Dispatch","Fire Dispatch","Cass County MO"
34620,873c,"Dolan Fire","D","Dolan-West Dolan Fire Dispatch","Fire Dispatch","Cass County MO"
34621,873d,"East Lynn Fire","D","East Lynn Fire Dispatch","Fire Dispatch","Cass County MO"
34622,873e,"Garden City Fire","D","Garden City Fire Dispatch","Fire Dispatch","Cass County MO"
34623,873f,"South Metro Fire","D","South Metro Fire Dispatch","Fire Dispatch","Cass County MO"
34624,8740,"So Metro FD Tac1","D","South Metro Fire Tac-1","Fire-Tac","Cass County MO"
34625,8741,"So Metro FD Tac2","D","South Metro Fire Tac-2","Fire-Tac","Cass County MO"
34627,8743,"West Peculiar FD","D","West Peculiar Fire Dispatch","Fire Dispatch","Cass County MO"
34628,8744,"West Pec FD Tac1","D","West Peculiar Fire Tac-1","Fire-Tac","Cass County MO"
34629,8745,"West Pec FD Tac2","D","West Peculiar Fire Tac-2","Fire-Tac","Cass County MO"
34630,8746,"West CassCo Fire","D","Western Cass Co Fire Dispatch","Fire Dispatch","Cass County MO"
34634,874a,"RaymorePD F1","DE","Raymore Police Dispatch","Law Dispatch","Cass County, MO - Raymore"
34635,874b,"RMPD TC1","DE","Raymore Police Tac-1","Law Tac","Cass County, MO - Raymore"
34636,874c,"RMPD TC2","DE","Raymore Police Tac-2","Law Tac","Cass County, MO - Raymore"
34637,874d,"Peculiar PD Tac1","DE","Peculiar Police Tac-1","Law Tac","Cass County MO"
34638,874e,"RM EMGT","D","Raymore Emergency Managment","Emergency Ops","Cass County, MO - Raymore"
34639,874f,"RM PW","D","Raymore Public Works","Public Works","Cass County, MO - Raymore"
34640,8750,"RM PARKS","D","Raymore Parks","Public Works","Cass County, MO - Raymore"
34641,8751,"RM CMN1","D","Raymore Common 1","Interop","Cass County, MO - Raymore"
34642,8752,"RM CMN2","D","Raymore Common 2","Interop","Cass County, MO - Raymore"
34643,8753,"Cass Co Common 1","D","Cass County Common 1","Interop","Cass County MO"
34644,8754,"Cass Co Common 2","D","Cass County Common 2","Interop","Cass County MO"
34645,8755,"Cass Co Common 3","D","Cass County Common 3","Interop","Cass County MO"
34646,8756,"Cass Co Common 4","D","Cass County Common 4","Interop","Cass County MO"
34647,8757,"Cass Co Law","DE","Cass County Law","Law Dispatch","Cass County MO"
34648,8758,"Cass County Fire","D","Cass County Fire","Fire-Tac","Cass County MO"
34649,8759,"Cass County EM","D","Cass County Emergency Management","Interop","Cass County MO"
34650,875a,"Cass Co Law Tac","DE","Cass County Law Tactical","Law Tac","Cass County MO"
34651,875b,"Cass Co FMA NE 1","D","Fire Mutual Aid North East 1","Fire-Tac","Cass County MO"
34652,875c,"Cass Co FMA NE 2","D","Fire Mutual Aid North East 2","Fire-Tac","Cass County MO"
34653,875d,"Cass Co FMA NE 3","D","Fire Mutual Aid North East 3","Fire-Tac","Cass County MO"
34654,875e,"Cass Co FMA NW 1","D","Fire Mutual Aid North West 1","Fire-Tac","Cass County MO"
34655,875f,"Cass Co FMA NW 2","D","Fire Mutual Aid North West 2","Fire-Tac","Cass County MO"
34656,8760,"Cass Co FMA NW 3","D","Fire Mutual Aid North West 3","Fire-Tac","Cass County MO"
34657,8761,"Cass Co FMA SE 1","D","Fire Mutual Aid South East 1","Fire-Tac","Cass County MO"
34658,8762,"Cass Co FMA SE 2","D","Fire Mutual Aid South East 2","Fire-Tac","Cass County MO"
34659,8763,"Cass Co FMA SE 3","D","Fire Mutual Aid South East 3","Fire-Tac","Cass County MO"
34660,8764,"Cass Co FMA SW 1","D","Fire Mutual Aid South West 1","Fire-Tac","Cass County MO"
34661,8765,"Cass Co FMA SW 2","D","Fire Mutual Aid South West 2","Fire-Tac","Cass County MO"
34662,8766,"Cass Co FMA SW 3","D","Fire Mutual Aid South West 3","Fire-Tac","Cass County MO"
34663,8767,"Archie Local Gov","D","Archie Local Government","Public Works","Cass County MO"
34664,8768,"Cleveland LG","D","Cleveland Local Government","Public Works","Cass County MO"
34665,8769,"Creighton LG","D","Creighton Local Government","Public Works","Cass County MO"
34666,876a,"Drexel LG","D","Drexel Local Government","Public Works","Cass County MO"
34667,876b,"East Lynn LG","D","East Lynn Local Government","Public Works","Cass County MO"
34668,876c,"Freeman LG","D","Freeman Local Government","Public Works","Cass County MO"
34669,876d,"Garden City LG","D","Garden City Local Government","Public Works","Cass County MO"
34670,876e,"LakeWinenbago LG","D","Lake Winnebago Local Government","Public Works","Cass County MO"
34671,876f,"Loch Lloyd LG","D","Loch Lloyd Local Government","Public Works","Cass County MO"
34672,8770,"Peculair LG","D","Peculiar Local Government","Public Works","Cass County MO"
34673,8771,"Strausburg LG","D","Strausburg Local Government","Public Works","Cass County MO"
34674,8772,"Cass Co Roads 1","D","Road and Bridge 1","Public Works","Cass County MO"
34675,8773,"Cass Co Roads 2","D","Road and Bridge 2","Public Works","Cass County MO"
34676,8774,"Cass Co Roads 3","D","Road and Bridge 3","Public Works","Cass County MO"
34677,8775,"Archie Police","D","Archie Police","Law Tac","Cass County MO"
34678,8776,"Cleveland Police","D","Cleveland Police","Law Tac","Cass County MO"
34679,8777,"Creighton Police","D","Creighton Police","Law Tac","Cass County MO"
34680,8778,"Drexel Police","D","Drexel Police","Law Tac","Cass County MO"
34681,8779,"East Lynn Police","D","East Lynn Police","Law Tac","Cass County MO"
34682,877a,"Freeman Police","D","Freeman Police","Law Tac","Cass County MO"
34683,877b,"Garden City PD","D","Garden City Police","Law Tac","Cass County MO"
34684,877c,"LakeWinenbago PD","D","Lake Winnebago Police","Law Tac","Cass County MO"
34685,877d,"Peculiar Police","D","Peculiar Police","Law Tac","Cass County MO"
34686,877e,"Strausburg PD","D","Strausburg Police","Law Tac","Cass County MO"
34687,877f,"CassCO FD Invest","DE","Cass County Fire Investigations","Fire-Talk","Cass County MO"
34688,8780,"PSDSP**","D","Public Safety Dispatch Common","Multi-Dispatch","Cass County MO"
34689,8781,"PoliceMA VHF Lnk","D","MA Police VHF 155.475 MotoBridge Tie","Interop","Cass County MO"
34690,8782,"Cass Co MAFD VHF","D","MA Fire VHF 154.28 MotoBridge Tie","Interop","Cass County MO"
34691,8783,"MO SherifVHF Lnk","D","MO Sheriff VHF 155.73 MotoBridge Tie","Interop","Cass County MO"
34692,8784,"CassCoSO VHF Lnk","D","Cass Sheriff VHF 155.685 MotoBridge Tie","Interop","Cass County MO"
34693,8785,"Raymore-PecSchl1","D","Raymore-Peculiar Schools 1","Schools","Cass County MO"
34694,8786,"Raymore-PecSchl2","D","Raymore-Peculiar Schools 2","Schools","Cass County MO"
34695,8787,"FoxwoodSpringSec","D","Foxwood Springs Security","Security","Cass County MO"
34750,87be,"Kearney Fire","D","Kearny Fire Dispatch","Fire Dispatch","Clay County MO"
34850,8822,"ExcelsiorSpgs PD","De","Police Dispatch","Law Dispatch","Clay County MO - Excelsior Springs"
34860,882c,"ExcelsiorSpgs FD","De","Fire/EMS Dispatch","Fire Dispatch","Clay County MO - Excelsior Springs"
34900,8854,"Lees Summit Fire","T","Fire/EMS Dispatch","Fire Dispatch","Jackson County MO - Lee's Summit"
34901,8855,"LeesSummitFDOps2","T","Fire Ops 2","Fire-Tac","Jackson County MO - Lee's Summit"
34902,8856,"LeesSummitFDOps3","T","Fire Ops 3","Fire-Tac","Jackson County MO - Lee's Summit"
34903,8857,"LeesSummitFDOps4","T","Fire Ops 4","Fire-Tac","Jackson County MO - Lee's Summit"
34904,8858,"LeesSummitFDOps5","T","Fire Ops 5","Fire-Tac","Jackson County MO - Lee's Summit"
34905,8859,"LeesSummitFDOps6","T","Fire Ops 6","Fire-Tac","Jackson County MO - Lee's Summit"
34914,8862,"LeesSummitFDAdmn","T","Fire Admin","Fire-Talk","Jackson County MO - Lee's Summit"
34921,8869,"SJC Fire","T","Dispatch","Fire Dispatch","Jackson County MO - Southern County Fire"
34922,886a,"SJC Fire Tac","T","Fire Tac","Fire-Tac","Jackson County MO - Southern County Fire"
34923,886b,"SJC Fire Ops","T","Fire Ops","Fire-Tac","Jackson County MO - Southern County Fire"
34925,886d,"Lees Summit PD","TE","Police Dispatch","Law Dispatch","Jackson County MO - Lee's Summit"
34927,886f,"Lees Summit PD 2","TE","Police Traffic","Law Dispatch","Jackson County MO - Lee's Summit"
34932,8874,"LeesSummitAnimal","T","Animal Control","Public Works","Jackson County MO - Lee's Summit"
34950,8886,"LeesSummitPubWks","T","Public Works","Public Works","Jackson County MO - Lee's Summit"
34952,8888,"LeesSummitAirprt","T","Airport Operations","Public Works","Jackson County MO - Lee's Summit"
34956,888c,"LeesSummitStreet","T","Street Department","Public Works","Jackson County MO - Lee's Summit"
35402,8a4a,"Liberty PD Tac 2","DE","Police Tac 2","Law Tac","Clay County MO - Liberty"
35626,8b2a,"JoCoMO Enc 35626","DE","Law Enforcement Encrypted ","Law Dispatch","Johnson County MO"
35633,8b31,"JoCoMO Enc 35633","DE","Law Enforcement Encrypted ","Law Dispatch","Johnson County MO"
35638,8b36,"JoCoMo Enc 35638","DE","Law Enforcement Encrypted ","Law Talk","Johnson County MO"
35640,8b38,"JoCoMO Enc 35640","DE","Law Enforcement Encrypted","Law Talk","Johnson County MO"
35642,8b3a,"JoCoMO Enc 35642","DE","Law Enforcement Encrypted","Law Talk","Johnson County MO"
35650,8b42,"JoCoMO Enc 35650","DE","Law Enforcement Encrypted","Law Talk","Johnson County MO"
35660,8b4c,"JCAD EMS 1","D","Johnson Co MO Ambulance Dist 1 - Headquarters","EMS Dispatch","Johnson County MO"
35662,8b4e,"JCAD EMS 2","D","Johnson Co MO Ambulance Dist 2 - Warrensburg","EMS Dispatch","Johnson County MO"
35669,8b55,"JCAD EMS 3","D","Johnson Co MO Ambulance Dist 3 - Holden","EMS Dispatch","Johnson County MO"
35670,8b56,"JoCoMo Fire","D","Johnson County / Warrensburg Fire Dispatch","Fire Dispatch","Johnson County MO"
35671,8b57,"JoCoMO FD Secure","De","Johnson County Fire 2","Fire-Tac","Johnson County MO"
35680,8b60,"JoCoMO Enc 35680","DE","Encrypted","Law Talk","Johnson County MO"
35682,8b62,"JoCoMO Firegrnd","D","Fireground On-Scene comms","Fire-Tac","Johnson County MO"
35685,8b65,"JoCOMO Enc 35685","DE","Encrypted","Law Talk","Johnson County MO"
35731,8b93,"USProbatn Parole","DE","US Probation and Parole  Agents [USPP]","Law Talk","Kansas City MO - Police Special Operations"
35732,8b94,"VA Med Center PD","D","VA Police Dispatch","Law Dispatch","Kansas City MO - VA Medical Center"
35733,8b95,"VA MedCenter PD2","D","VA Police 2","Law Tac","Kansas City MO - VA Medical Center"
35734,8b96,"VA MedCenter PD3","D","VA Police 3","Law Tac","Kansas City MO - VA Medical Center"
35735,8b97,"VA MedCenter EMS","D","VA Emergency Medical Services","EMS Dispatch","Kansas City MO - VA Medical Center"
35736,8b98,"VA MedMaintenace","D","VA Facilities Maintenance","Public Works","Kansas City MO - VA Medical Center"
35742,8b9e,"KC PD CI","De","KCKPD Investigations - Mixed Use ","Law Tac","Wyandotte County KS"
35750,8ba6,"GladstoneFireOps","De","Fire Response / On Scene Ops","Fire Dispatch","Clay County MO - Gladstone"
35751,8ba7,"GladstoneFD Tac1","D","Fire Tactical","Fire-Tac","Clay County MO - Gladstone"
35753,8ba9,"GladstoneFireEMS","D","Fire/EMS Dispatch","Fire Dispatch","Clay County MO - Gladstone"
